Onderwijssector,education_sector,education_type,Onderwijstype,Opleidingscode,Naam,Omschrijving,Begindatum,Einddatum,is_active,Niveau,Leerweg
MBO,vocational,B,MBO,106982,Proefdierverzorger,Proefdierverzorger,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,106991,Medewerker Beeldtechnieken,Medewerker Beeldtechnieken,1998-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,106992,Medewerker Beeldtechnieken,Medewerker Beeldtechnieken,1998-08-01,2015-08-01,False,2,BBL
MBO,vocational,F,MBO,107002,Basisveiligheid,Basisveiligheid,1998-08-01,2014-08-01,False,2,BBL
MBO,vocational,C,MBO,107011,Vakfunctionaris Biotechniek,Vakfunctionaris Biotechniek,1998-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,107012,Vakfunctionaris Biotechniek,Vakfunctionaris Biotechniek,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,C,MBO,107021,Vakfunctionaris Laboratoriumte,Vakfunctionaris Laboratoriumtechniek,1998-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,107022,Vakfunctionaris Lab. techniek,Vakfunctionaris Laboratoriumtechniek,2003-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,107031,Vakfunctionaris Medische Labor,Vakfunctionaris Medische Laboratoriumtechniek,1998-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,107032,Vakfunctionaris Med. Lab. tech,Vakfunctionaris Medische Laboratoriumtechniek,2003-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,107041,Middenkaderfunctionaris Biolog,Middenkaderfunctionaris Biologische Laboratoriumtechniek,1998-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107042,Middenk.funct. Bio. Lab.techn.,Middenkaderfunctionaris Biologische Laboratoriumtechniek,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,107051,Middenkaderfunctionaris Medisc,Middenkaderfunctionaris Medische Laboratoriumtechniek,1998-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107052,Middenk.funct. Med. Lab.techn.,Middenkaderfunctionaris Medische Laboratoriumtechniek,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,107061,Middenkaderfunctionaris Chemis,Middenkaderfunctionaris Chemische Laboratoriumtechniek,1998-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107062,Middenk.funct. Chem. Labtechn.,Middenkaderfunctionaris Chemische Laboratoriumtechniek,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,107071,Middenkaderfunctionaris Materi,Middenkaderfunctionaris Materiaaltechnologie,1998-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107072,Middenkaderfunct. Materiaaltec,Middenkaderfunctionaris Materiaaltechnologie,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,F,MBO,107082,Veiligheid voor Leidinggevende,Veiligheid voor Leidinggevenden,1998-08-01,2014-08-01,False,4,BBL
MBO,vocational,D,MBO,107101,Onderwijsassistent,Onderwijsassistent,1998-08-01,2016-08-01,False,4,BOL
MBO,vocational,D,MBO,107102,Onderwijsassistent,Onderwijsassistent,1998-08-01,2016-08-01,False,4,BBL
MBO,vocational,A,MBO,107111,Hoeklasser (EW),Hoeklasser (EW),1998-08-01,2000-08-01,False,1,BOL
MBO,vocational,A,MBO,107112,Hoeklasser (EW),Hoeklasser (EW),1998-08-01,2000-08-01,False,1,BBL
MBO,vocational,E,MBO,107122,Lasinstructeur (EWS+),Lasinstructeur (EWS+),1998-08-01,2001-08-01,False,4,BBL
MBO,vocational,E,MBO,107132,Lastechnicus (EWT),Lastechnicus (EWT),1998-08-01,2001-08-01,False,4,BBL
MBO,vocational,B,MBO,107142,Plaatlasser (EW),Plaatlasser (EW),1998-08-01,2001-08-01,False,2,BBL
MBO,vocational,C,MBO,107152,Meesterlasser (EWP),Meesterlasser (EWP),1998-08-01,2001-08-01,False,3,BBL
MBO,vocational,E,MBO,107162,Lasspecialist (EWS),Lasspecialist (EWS),1998-08-01,2001-08-01,False,4,BBL
MBO,vocational,B,MBO,107172,Pijplasser (EW),Pijplasser (EW),1998-08-01,2002-08-01,False,2,BBL
MBO,vocational,B,MBO,107182,Draad- en Zinkvonker,Draad- en Zinkvonker,1998-08-01,2016-08-01,False,2,BBL
MBO,vocational,D,MBO,107191,Middenkaderopleiding Installat,Middenkaderopleiding Installatietechniek (koudetechniek),1998-08-01,2004-08-01,False,4,BOL
MBO,vocational,D,MBO,107201,Middenkaderopleiding Installat,Middenkaderopleiding Installatietechniek (klimaattechniek),1998-08-01,2004-08-01,False,4,BOL
MBO,vocational,F,MBO,107211,Techn. Medew. Recr.bedr.,Technisch Medewerker Recreatiebedrijf,1998-08-01,2005-08-01,False,3,BOL
MBO,vocational,F,MBO,107212,Techn. Medew. Recr.bedr.,Technisch Medewerker Recreatiebedrijf,1998-08-01,2005-08-01,False,3,BBL
MBO,vocational,F,MBO,107221,Medew. Gemechan. Loonbedrijf,Medewerker Gemechaniseerd Loonbedrijf,1998-08-01,2003-08-01,False,2,BOL
MBO,vocational,F,MBO,107222,Medew. Gemechan. Loonbedrijf,Medewerker Gemechaniseerd Loonbedrijf,1998-08-01,2003-08-01,False,2,BBL
MBO,vocational,B,MBO,107231,Broodbakker Grootbedrijf,Broodbakker Grootbedrijf,1999-08-01,2003-08-01,False,2,BOL
MBO,vocational,B,MBO,107232,Broodbakker Grootbedrijf,Broodbakker Grootbedrijf,1999-08-01,2003-08-01,False,2,BBL
MBO,vocational,D,MBO,107241,Leidinggevende Grootbedrijf,Leidinggevende Grootbedrijf,1999-08-01,2004-08-01,False,4,BOL
MBO,vocational,D,MBO,107242,Leidinggevende Grootbedrijf,Leidinggevende Grootbedrijf,1999-08-01,2004-08-01,False,4,BBL
MBO,vocational,C,MBO,107251,All-round Broodbakker Grootbed,All-round Broodbakker Grootbedrijf,1999-08-01,2003-08-01,False,3,BOL
MBO,vocational,C,MBO,107252,All-round Broodbakker Grootbed,All-round Broodbakker Grootbedrijf,1999-08-01,2003-08-01,False,3,BBL
MBO,vocational,D,MBO,107351,Middenkaderfunctionaris Algeme,Middenkaderfunctionaris Algemene Operationele Techniek,1998-08-01,2017-08-01,False,4,BOL
MBO,vocational,B,MBO,107361,Medewerker Algemene Operatione,Medewerker Algemene Operationele Techniek,1998-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,107372,Steigerbouwer,Steigerbouwer,1999-08-01,2015-08-01,False,2,BBL
MBO,vocational,D,MBO,107401,IT Mediaproductie,IT Mediaproductie,1999-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107402,IT Mediaproductie,IT Mediaproductie,1999-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,107411,Adaptatie-adviseur,Adaptatie-adviseur,2003-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,107412,Adaptatie-adviseur,Adaptatie-adviseur,1999-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,107421,Sociaal Pedagogisch Werker 3 (,Sociaal Pedagogisch Werker 3 (SPW 3),1999-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,107422,Sociaal Pedagogisch Werker 3 (,Sociaal Pedagogisch Werker 3 (SPW 3),1999-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,107431,Sociaal Pedagogisch Werker 4 (,Sociaal Pedagogisch Werker 4 (SPW 4),1999-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107432,Sociaal Pedagogisch Werker 4 (,Sociaal Pedagogisch Werker 4 (SPW 4),1999-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,107441,Sociaal Dienstverlener (SD),Sociaal Dienstverlener (SD),1999-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,107442,Sociaal Dienstverlener (SD),Sociaal Dienstverlener (SD),1999-08-01,2016-08-01,False,3,BBL
MBO,vocational,B,MBO,107451,Helpende Welzijn (HW),Helpende Welzijn (HW),1999-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,107452,Helpende Welzijn (HW),Helpende Welzijn (HW),1999-08-01,2015-08-01,False,2,BBL
MBO,vocational,D,MBO,107461,Sociaal Cultureel Werker (SCW),Sociaal Cultureel Werker (SCW),1999-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107462,Sociaal Cultureel Werker (SCW),Sociaal Cultureel Werker (SCW),1999-08-01,2017-08-01,False,4,BBL
MBO,vocational,A,MBO,107481,Hoeklasser,Hoeklasser,1999-08-01,2004-08-01,False,1,BOL
MBO,vocational,A,MBO,107482,Hoeklasser,Hoeklasser,1999-08-01,2004-08-01,False,1,BBL
MBO,vocational,B,MBO,107492,Plaatlasser,Plaatlasser,1999-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,107502,Pijplasser,Pijplasser,1999-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,107511,Monteur Mobiel Intern Transpor,Monteur Mobiel Intern Transport,1999-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,107512,Monteur Mobiel Intern Transpor,Monteur Mobiel Intern Transport,1999-08-01,2016-08-01,False,2,BBL
MBO,vocational,C,MBO,107522,Allround Afro Kapper,Allround Afro Kapper,2000-08-01,2016-08-01,False,3,BBL
MBO,vocational,B,MBO,107532,Afro Kapper,Afro Kapper,2000-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,107541,Aankomend Graveur,Aankomend Graveur,2000-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,107542,Aankomend Graveur,Aankomend Graveur,2000-08-01,2015-08-01,False,2,BBL
MBO,vocational,C,MBO,107551,Gezel Graveur,Gezel Graveur,2000-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,107552,Gezel Graveur,Gezel Graveur,2003-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,107561,Graveur/ondernemer,Graveur/ondernemer,2000-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107562,Graveur/ondernemer,Graveur/ondernemer,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,F,MBO,107572,Assistent Bedrijfsarchivaris,Assistent Bedrijfsarchivaris,2000-08-01,2014-08-01,False,4,BBL
MBO,vocational,F,MBO,107582,Bibliotheekmedewerker,Bibliotheekmedewerker,2000-08-01,2003-08-01,False,4,BBL
MBO,vocational,F,MBO,107592,Documentaire Informatieverzorg,Documentaire Informatieverzorger Overheid en Semi-Overheid,2000-08-01,2014-08-01,False,4,BBL
MBO,vocational,B,MBO,107601,ICT-Medewerker,ICT-Medewerker,2000-08-01,2004-08-01,False,2,BOL
MBO,vocational,B,MBO,107602,ICT-Medewerker,ICT-Medewerker,2000-08-01,2004-08-01,False,2,BBL
MBO,vocational,D,MBO,107611,Commercieel Medewerker Bank- e,Commercieel Medewerker Bank- en Verzekeringswezen,2000-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107612,Commercieel Medewerker Bank- e,Commercieel Medewerker Bank- en Verzekeringswezen,2000-08-01,2017-08-01,False,4,BBL
MBO,vocational,A,MBO,107631,Bouwplaatsassistent,Bouwplaatsassistent,2000-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,107632,Bouwplaatsassistent,Bouwplaatsassistent,2000-08-01,2014-08-01,False,1,BBL
MBO,vocational,E,MBO,107641,Projectmanager Koudetechniek (,Projectmanager Koudetechniek (PMk),2000-08-01,2015-08-01,False,4,BOL
MBO,vocational,E,MBO,107642,Projectmanager Koudetechniek (,Projectmanager Koudetechniek (PMk),2000-08-01,2015-08-01,False,4,BBL
MBO,vocational,A,MBO,107651,Assistent Monteur Sterkstroomi,Assistent Monteur Sterkstroominstallaties (AMSI),2000-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,107652,Assistent Monteur Sterkstroomi,Assistent Monteur Sterkstroominstallaties (AMSI),2000-08-01,2014-08-01,False,1,BBL
MBO,vocational,A,MBO,107661,Assistent Medewerker Versdetaa,Assistent Medewerker Versdetailhandel,2000-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,107662,Assistent Medewerker Versdetai,Assistent Medewerker Versdetailhandel,2000-08-01,2014-08-01,False,1,BBL
MBO,vocational,A,MBO,107671,Productie-assistent Versindust,Productie-assistent Versindustrie,2000-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,107672,Productie-assistent Versindust,Productie-assistent Versindustrie,2000-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,107681,Medewerker Versdetailhandel,Medewerker Versdetailhandel,2000-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,107682,Medewerker Versdetailhandel,Medewerker Versdetailhandel,2000-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,107691,Productiemedewerker Versindust,Productiemedewerker Versindustrie,2000-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,107692,Productiemedewerker Versindust,Productiemedewerker Versindustrie,2000-08-01,2015-08-01,False,2,BBL
MBO,vocational,C,MBO,107701,Versspecialist Detailhandel,Versspecialist Detailhandel,2000-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,107702,Versspecialist Detailhandel,Versspecialist Detailhandel,2000-08-01,2015-08-01,False,3,BBL
MBO,vocational,C,MBO,107711,Productievakkracht Versindustr,Productievakkracht Versindustrie,2000-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,107712,Productievakkracht Versindustr,Productievakkracht Versindustrie,2000-08-01,2015-08-01,False,3,BBL
MBO,vocational,D,MBO,107721,Manager Versdetailhandel,Manager Versdetailhandel,2000-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107722,Manager Versdetailhandel,Manager Versdetailhandel,2000-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,107731,Leidinggevende Versindustrie,Leidinggevende Versindustrie,2000-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107732,Leidinggevende Versindustrie,Leidinggevende Versindustrie,2000-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,107741,Apothekersassistent,Apothekersassistent,2000-08-01,2016-08-01,False,4,BOL
MBO,vocational,D,MBO,107742,Apothekersassistent,Apothekersassistent,2000-08-01,2016-08-01,False,4,BBL
MBO,vocational,D,MBO,107751,Tandartsassistent,Tandartsassistent,2000-08-01,2016-08-01,False,4,BOL
MBO,vocational,D,MBO,107752,Tandartsassistent,Tandartsassistent,2000-08-01,2016-08-01,False,4,BBL
MBO,vocational,D,MBO,107761,Doktersassistent,Doktersassistent,2000-08-01,2016-08-01,False,4,BOL
MBO,vocational,D,MBO,107762,Doktersassistent,Doktersassistent,2000-08-01,2016-08-01,False,4,BBL
MBO,vocational,E,MBO,107772,Specialist Interieurafwerking,Specialist Interieurafwerking,2000-08-01,2015-08-01,False,4,BBL
MBO,vocational,D,MBO,107781,Leidinggevende,Leidinggevende,2000-08-01,2005-08-01,False,4,BOL
MBO,vocational,D,MBO,107782,Leidinggevende,Leidinggevende,2000-08-01,2005-08-01,False,4,BBL
MBO,vocational,A,MBO,107791,Winkelassistent,Winkelassistent,2000-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,107792,Winkelassistent,Winkelassistent,2000-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,107801,Verkoopmedewerker,Verkoopmedewerker,2000-08-01,2005-08-01,False,2,BOL
MBO,vocational,B,MBO,107802,Verkoopmedewerker,Verkoopmedewerker,2000-08-01,2005-08-01,False,2,BBL
MBO,vocational,B,MBO,107811,Verkoop Medewerker Ambulante H,Verkoop Medewerker Ambulante Handel,2000-08-01,2005-08-01,False,2,BOL
MBO,vocational,B,MBO,107812,Verkoop Medewerker Ambulante H,Verkoop Medewerker Ambulante Handel,2000-08-01,2005-08-01,False,2,BBL
MBO,vocational,C,MBO,107821,Verkoopchef,Verkoopchef,2000-08-01,2005-08-01,False,3,BOL
MBO,vocational,C,MBO,107822,Verkoopchef,Verkoopchef,2000-08-01,2005-08-01,False,3,BBL
MBO,vocational,C,MBO,107831,Afdelingschef Kassa,Afdelingschef Kassa,2000-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,107832,Afdelingschef Kassa,Afdelingschef Kassa,2000-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,107841,Eerste Verkoper,Eerste Verkoper,2000-08-01,2005-08-01,False,3,BOL
MBO,vocational,C,MBO,107842,Eerste Verkoper,Eerste Verkoper,2000-08-01,2005-08-01,False,3,BBL
MBO,vocational,D,MBO,107851,Ondernemer/Manager Detailhande,Ondernemer/Manager Detailhandel,2000-08-01,2006-08-01,False,4,BOL
MBO,vocational,D,MBO,107852,Ondernemer/Manager Detailhande,Ondernemer/Manager Detailhandel,2000-08-01,2006-08-01,False,4,BBL
MBO,vocational,D,MBO,107861,Ondernemer Ambulante Handel,Ondernemer Ambulante Handel,2000-08-01,2006-08-01,False,4,BOL
MBO,vocational,D,MBO,107862,Ondernemer Ambulante Handel,Ondernemer Ambulante Handel,2000-08-01,2006-08-01,False,4,BBL
MBO,vocational,D,MBO,107871,Filiaalbeheerder,Filiaalbeheerder,2000-08-01,2006-08-01,False,4,BOL
MBO,vocational,D,MBO,107872,Filiaalbeheerder,Filiaalbeheerder,2000-08-01,2006-08-01,False,4,BBL
MBO,vocational,F,MBO,107911,Veiligheidsadviseur,Veiligheidsadviseur,2000-08-01,2014-08-01,False,3,BOL
MBO,vocational,D,MBO,107921,Middenkaderfunctionaris Koudet,Middenkaderfunctionaris Koudetechniek (MKK),2000-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107922,Middenkaderfunctionaris Koudet,Middenkaderfunctionaris Koudetechniek (MKK),2000-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,107931,Middenkaderfunctionaris Instal,Middenkaderfunctionaris Installatietechniek (MKi),2000-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,107932,Middenkaderfunctionaris Instal,Middenkaderfunctionaris Installatietechniek (MKi),2000-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,107941,Middenkaderopleiding Verkeer-,Middenkaderopleiding Verkeer- en Stedebouwkunde,1999-08-01,2017-08-01,False,4,BOL
MBO,vocational,A,MBO,107951,Zorghulp,Zorghulp,2000-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,107952,Zorghulp,Zorghulp,2000-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,107961,Medewerker Tentoonstellingsbou,Medewerker Tentoonstellingsbouw,2001-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,107962,Medewerker Tentoonstellingsbou,Medewerker Tentoonstellingsbouw,2001-08-01,2015-08-01,False,2,BBL
MBO,vocational,A,MBO,107971,Assistent Schilder,Assistent Schilder,2001-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,107972,Assistent Schilder,Assistent Schilder,2001-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,107991,Voeger,Voeger,2001-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,107992,Voeger,Voeger,2001-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,108002,Betontimmerkracht B&U/Civiel,Betontimmerkracht B&U/Civiel,2001-08-01,2015-08-01,False,2,BBL
MBO,vocational,E,MBO,108012,Restauratiemedewerker,Restauratiemedewerker,2001-08-01,2015-08-01,False,4,BBL
MBO,vocational,B,MBO,108021,Metselaar,Metselaar,2001-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,108022,Metselaar,Metselaar,2001-08-01,2015-08-01,False,2,BBL
MBO,vocational,A,MBO,108031,Assistent Vrede en Veiligheid,Assistent Vrede en Veiligheid,2001-08-01,2003-08-01,False,1,BOL
MBO,vocational,D,MBO,108041,Aviation Operations Officer,Aviation Operations Officer,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,C,MBO,108052,Gezel Glaszetter,Gezel Glaszetter,2001-08-01,2015-08-01,False,3,BBL
MBO,vocational,D,MBO,108061,Kaderfunctionaris Bescherming,Kaderfunctionaris Bescherming en Afwerking,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,B,MBO,108072,Glaszetter,Glaszetter,2001-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,108081,Service Medewerker-ICT,Service Medewerker-ICT,2001-08-01,2006-08-01,False,2,BOL
MBO,vocational,B,MBO,108082,Service Medewerker-ICT,Service Medewerker-ICT,2001-08-01,2006-08-01,False,2,BBL
MBO,vocational,E,MBO,108091,Applicatiebeheerder,Applicatiebeheerder,2001-08-01,2005-08-01,False,4,BOL
MBO,vocational,E,MBO,108092,Applicatiebeheerder,Applicatiebeheerder,2001-08-01,2005-08-01,False,4,BBL
MBO,vocational,E,MBO,108101,Applicatieontwikkelaar,Applicatieontwikkelaar,2001-08-01,2005-08-01,False,4,BOL
MBO,vocational,E,MBO,108102,Applicatieontwikkelaar,Applicatieontwikkelaar,2001-08-01,2005-08-01,False,4,BBL
MBO,vocational,D,MBO,108111,ICT-Beheerder,ICT-Beheerder,2001-08-01,2007-08-01,False,4,BOL
MBO,vocational,D,MBO,108112,ICT-Beheerder,ICT-Beheerder,2001-08-01,2007-08-01,False,4,BBL
MBO,vocational,C,MBO,108121,Medewerker Beheer ICT,Medewerker Beheer ICT,2001-08-01,2007-08-01,False,3,BOL
MBO,vocational,C,MBO,108122,Medewerker Beheer ICT,Medewerker Beheer ICT,2001-08-01,2007-08-01,False,3,BBL
MBO,vocational,E,MBO,108131,Netwerkbeheerder,Netwerkbeheerder,2001-08-01,2005-08-01,False,4,BOL
MBO,vocational,E,MBO,108132,Netwerkbeheerder,Netwerkbeheerder,2001-08-01,2005-08-01,False,4,BBL
MBO,vocational,D,MBO,108141,Middenkaderfunctionaris Infrat,Middenkaderfunctionaris Infratechniek,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108142,Middenkaderfunct Infratechniek,Middenkaderfunctionaris Infratechniek,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,B,MBO,108151,Broodbakker Grootwinkelbedrijf,Broodbakker Grootwinkelbedrijf,2001-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108152,Broodbakker Grootwinkelbedrijf,Broodbakker Grootwinkelbedrijf,2001-08-01,2016-08-01,False,2,BBL
MBO,vocational,C,MBO,108161,Medew. Industriële Bakkerij,Medewerker Industriële Bakkerij,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,108162,Medew. Industriële Bakkerij,Medewerker Industriële Bakkerij,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,108171,Leidingg.Industriële Bakkerij,Leidinggevende Industriële Bakkerij,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108172,Leidingg.Industriële Bakkerij,Leidinggevende Industriële Bakkerij,2001-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,108181,Leidinggevende Bakkerij Groot,Leidinggevende Bakkerij Grootwinkelbedrijf,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108182,Leidinggevende Bakkerij Groot,Leidinggevende Bakkerij Grootwinkelbedrijf,2001-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,108191,Ondernemer Bakkersbedrijf,Ondernemer Bakkersbedrijf,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108192,Ondernemer Bakkersbedrijf,Ondernemer Bakkersbedrijf,2001-08-01,2017-08-01,False,4,BBL
MBO,vocational,B,MBO,108201,Banketbakker Grootwinkelbedrij,Banketbakker Grootwinkelbedrijf,2001-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108202,Banketbakker Grootwinkelbedrij,Banketbakker Grootwinkelbedrijf,2001-08-01,2016-08-01,False,2,BBL
MBO,vocational,E,MBO,108212,Uitvoerder Afbouw,Uitvoerder Afbouw,2001-08-01,2004-08-01,False,4,BBL
MBO,vocational,E,MBO,108221,Goudsmid Specialist,Goudsmid Specialist,2001-08-01,2014-08-01,False,4,BOL
MBO,vocational,E,MBO,108222,Goudsmid Specialist,Goudsmid Specialist,2001-08-01,2014-08-01,False,4,BBL
MBO,vocational,E,MBO,108231,Uurwerktechnicus Specialist,Uurwerktechnicus Specialist,2001-08-01,2014-08-01,False,4,BOL
MBO,vocational,E,MBO,108232,Uurwerktechnicus Specialist,Uurwerktechnicus Specialist,2001-08-01,2014-08-01,False,4,BBL
MBO,vocational,C,MBO,108241,Keramist Ondernemer,Keramist Ondernemer,2001-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,108242,Keramist Ondernemer,Keramist Ondernemer,2001-08-01,2017-08-01,False,3,BBL
MBO,vocational,C,MBO,108251,Adaptatietechnicus,Adaptatietechnicus,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,108252,Adaptatietechnicus,Adaptatietechnicus,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,108261,Leidinggevende Ambachtelijke B,Leidinggevende Ambachtelijke Bakkerij,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108262,Leidinggevende Ambachtelijke B,Leidinggevende Ambachtelijke Bakkerij,2001-08-01,2017-08-01,False,4,BBL
MBO,vocational,B,MBO,108271,Beveiligingsmedewerker,Beveiligingsmedewerker,2001-08-01,2004-08-01,False,2,BOL
MBO,vocational,B,MBO,108272,Beveligingsmedewerker,Beveiligingsmedewerker,2001-08-01,2004-08-01,False,2,BBL
MBO,vocational,A,MBO,108281,Toezichthouder,Toezichthouder,2001-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,108282,Toezichthouder,Toezichthouder,2001-08-01,2014-08-01,False,1,BBL
MBO,vocational,D,MBO,108291,Ondernemer Kleinbedrijf textie,Ondernemer Kleinbedrijf Textielindustrie en-Handel,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108292,Ondernemer Kleinbedrijf textie,Ondernemer Kleinbedrijf Textielindustrie en-Handel,2001-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,108301,Leidinggevende Textielindustri,Leidinggevende Textielindustrie en-Handel,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,108302,Leidinggevende Textielindustri,Leidinggevende Textielindustrie en-Handel,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,108312,Machinist Funderingsmachines,Machinist Funderingsmachines,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,108322,Machinist Torenkraan,Machinist Torenkraan,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,108332,Machinist Mobiele Kraan,Machinist Mobiele Kraan,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,108342,Machinist Wegenbouwmachines,Machinist Wegenbouwmachines,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,108352,Machinist Grondverzetmachines,Machinist Grondverzetmachines,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,108361,ICT-Beheerder,ICT-Beheerder,2001-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108362,ICT-Beheerder,ICT-Beheerder,2001-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,108371,Medewerker Beheer ICT,Medewerker Beheer ICT,2001-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,108372,Medewerker Beheer ICT,Medewerker Beheer ICT,2001-08-01,2017-08-01,False,3,BBL
MBO,vocational,B,MBO,108381,Service Medewerker-ICT,Service Medewerker-ICT,2001-08-01,2016-08-01,False,2,BOL
