Onderwijssector,education_sector,education_type,Onderwijstype,Opleidingscode,Naam,Omschrijving,Begindatum,Einddatum,is_active,Niveau,Leerweg
VO,secondary,VMBO,VMBO,1397,LWOO Hvs Algemeen Leerjaar,LWOO Haven en Vervoer School Algemeen Leerjaar,1998-08-01,2019-08-01,False,,
VO,secondary,VMBO,VMBO,1908,VBO Hvs Algemeen Leerjaar,VMBO Haven en Vervoer School Algemeen Leerjaar,1968-08-01,2019-08-01,False,,
VO,secondary,VMBO,VMBO,1915,VBO KRBvrt Algemeen Leerjaar,"VMBO Kust-, Rijn- en Binnenvaart Algemeen Leerjaar",2001-08-01,2019-08-01,False,,
VO,secondary,VMBO,VMBO,1916,vmbo onderbouw MTE,vmbo maritiem en techniek onderbouw,2016-08-01,,True,,
VO,secondary,VMBO,VMBO,2210,vmbo-tl/mavo lwoo,LWOO Leerwegondersteunend Onderwijs Theoretische Leerweg,2001-08-01,,True,,TL
VO,secondary,VMBO,VMBO,2211,vmbo-tl/mavo techniek lwoo,LWOO/Theoretische Leerweg Profiel Techniek,2018-08-01,,True,,TL
VO,secondary,VMBO,VMBO,2212,vmbo-tl/mavo zorg/welzijn lwoo,LWOO/Theoretische Leerweg Profiel Zorg en Welzijn,2018-08-01,,True,,TL
VO,secondary,VMBO,VMBO,2213,vmbo-tl/mavo economie lwoo,LWOO/Theoretische Leerweg Profiel Economie,2018-08-01,,True,,TL
VO,secondary,VMBO,VMBO,2214,vmbo-tl/mavo landbouw lwoo,LWOO/Theoretische Leerweg Profiel Landbouw,2018-08-01,,True,,TL
VO,secondary,VMBO,VMBO,2215,vmbo-tl/mavo z/prof. lj3 lwoo,LWOO/Theoretische Leerweg Profielloos Leerjaar 3,2019-08-01,,True,,TL
VO,secondary,VMBO,VMBO,2311,LWOO Gemengde Lw Tech Bouw,LWOO Gemengde Leerweg Sector Techniek Afdeling Bouwtechniek,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2312,LWOO Gemengde Lw Tech Metaal,LWOO Gemengde Leerweg Sector Techniek Afdeling Metaaltechniek,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2313,LWOO Gemengde Lw Tech Elektro,LWOO Gemengde Leerweg Sector Techniek Afdeling Elektrotechniek,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2314,LWOO Gemengde Lw Tech Vrtgn,LWOO Gemengde Leerweg Sector Techniek Afdeling Voertuigentechniek,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2315,LWOO Gemengde Lw Tech Instal,LWOO Gemengde Leerweg Sector Techniek Afdeling Installatietechniek,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2316,LWOO Gemengde Lw Tech Grafimed,LWOO Gemengde Leerweg Sector Techniek Afdeling Grafimedia,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2317,LWOO Gemengde Lw Tech T & L,LWOO Gemengde Leerweg Sector Techniek Afdeling Transport en Logistiek,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2318,LWOO Gemengde Lw Tech KRBvrt,LWOO Gemengde Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5),2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2319,LWOO Gemengde Lw Tech Hvs,LWOO Gemengde Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5),2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2320,LWOO Gemengde Lw Tech M & T,LWOO Gemengde Leerweg Sector Techniek Afdeling Mode en Techniek (24.5),2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2321,LWOO Gemengde Lw Tech ME-ISP,LWOO Gemengde Leerweg Sector Techniek-ISP: Metalektro,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2322,LWOO Gemengde Lw Tech IE-ISP,LWOO Gemengde Leerweg Sector Techniek-ISP: Instalektro,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2323,LWOO Gemengde Lw Tech BB-ISP,LWOO Gemengde Leerweg Sector Techniek-ISP: Bouw-breed,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2331,LWOO Gemengde Lw ZrgWlz Vz Alg,LWOO Gemengde Leerweg Sector Zorg en Welzijn Afdeling Verzorging Algemeen,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2332,LWOO Gemengde Lw ZrgWlz Uit Vz,LWOO Gemengde Leerweg Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2341,LWOO Gemengde Lw ZrgWlz ZW-ISP,LWOO Gemengde Leerweg Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2351,LWOO Gemengde Lw Ec Admin,LWOO Gemengde Leerweg Sector Economie Afdeling Administratie,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2352,LWOO Gemengde Lw Ec H & V,LWOO Gemengde Leerweg Sector Economie Afdeling Handel en Verkoop,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2353,LWOO Gemengde Lw Ec M & C,LWOO Gemengde Leerweg Sector Economie Afdeling Mode en Commercie,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2354,LWOO Gemengde Lw Ec Cons,LWOO Gemengde Leerweg Sector Economie Afdeling Consumptief,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2361,LWOO Gemengde Lw Ec CB-ISP,LWOO Gemengde Leerweg Sector Economie-ISP: Consumptief-breed,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2362,LWOO Gemengde Lw Ec HA-ISP,LWOO Gemengde Leerweg Sector Economie-ISP: Handel en Administratie,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2371,LWOO Gemengde Lw Landb LNO,LWOO Gemengde Leerweg Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2381,LWOO Gemengde Lw Landb LB-ISP,LWOO Gemengde Leerweg Sector Landbouw-ISP: Landbouw-breed,2001-08-01,2019-08-01,False,,GL
VO,secondary,VMBO,VMBO,2411,LWOO Kaderbg Lw Tech Bouw,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Bouwtechniek,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2412,LWOO Kaderbg Lw Tech Metaal,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Metaaltechniek,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2413,LWOO Kaderbg Lw Tech Elektro,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Elektrotechniek,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2414,LWOO Kaderbg Lw Tech Vrtgn,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Voertuigentechniek,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2415,LWOO Kaderbg Lw Tech Instal,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Installatietechniek,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2416,LWOO Kaderbg Lw Tech Grafimed,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Grafimedia,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2417,LWOO Kaderbg Lw Tech T & L,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Transport en Logistiek,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2418,LWOO Kaderbg Lw Tech KRBvrt,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5),2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2419,LWOO Kaderbg Lw Tech Hvs,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5),2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2420,LWOO Kaderbg Lw Tech M & T,LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Mode en Techniek (24.5),2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2421,LWOO Kaderbg Lw Tech ME-ISP,LWOO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Metalektro,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2422,LWOO Kaderbg Lw Tech IE-ISP,LWOO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Instalektro,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2423,LWOO Kaderbg Lw Tech BB-ISP,LWOO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Bouw-breed,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2431,LWOO Kaderbg Lw ZrgWlz Vz Alg,LWOO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Verzorging Algemeen,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2432,LWOO Kaderbg Lw ZrgWlz Uit Vz,LWOO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2441,LWOO Kaderbg Lw ZrgWlz ZW-ISP,LWOO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2451,LWOO Kaderbg Lw Ec Admin,LWOO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Administratie,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2452,LWOO Kaderbg Lw Ec H & V,LWOO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Handel en Verkoop,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2453,LWOO Kaderbg Lw Ec M & C,LWOO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Mode en Commercie,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2454,LWOO Kaderbg Lw Ec Cons,LWOO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Consumptief,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2461,LWOO Kaderbg Lw Ec CB-ISP,LWOO Kaderberoepsgerichte Leerweg Sector Economie-ISP: Consumptief-breed,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2462,LWOO Kaderbg Lw Ec HA-ISP,LWOO Kaderberoepsgerichte Leerweg Sector Economie-ISP: Handel en Administratie,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2471,LWOO Kaderbg Lw Landb LNO,LWOO Kaderberoepsgerichte Leerweg Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2481,LWOO Kaderbg Lw Landb LB-ISP,LWOO Kaderberoepsgerichte Leerweg Sector Landbouw-ISP: Landbouw-breed,2001-08-01,2019-08-01,False,,KL
VO,secondary,VMBO,VMBO,2511,LWOO Basisbg Lw Tech Bouw,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Bouwtechniek,2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2512,LWOO Basisbg Lw Tech Metaal,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Metaaltechniek,2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2513,LWOO Basisbg Lw Tech Elektro,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Elektrotechniek,2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2514,LWOO Basisbg Lw Tech Vrtgn,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Voertuigentechniek,2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2515,LWOO Basisbg Lw Tech Instal,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Installatietechniek,2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2516,LWOO Basisbg Lw Tech Grafimed,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Grafimedia,2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2517,LWOO Basisbg Lw Tech T & L,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Transport en Logistiek,2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2518,LWOO Basisbg Lw Tech KRBvrt,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5),2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2519,LWOO Basisbg Lw Tech Hvs,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5),2001-08-01,2019-08-01,False,,BL
VO,secondary,VMBO,VMBO,2520,LWOO Basisbg Lw Tech M & T,LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Mode en Techniek (24.5),2001-08-01,2007-08-01,False,,BL
