NR_ADMIN_VAN,CODE_FUNCTIE_VAN,CODE_SOORT_VAN,CODE_WET_VAN,NR_ADMIN_NAAR,CODE_FUNCTIE_NAAR,CODE_SOORT_NAAR,CODE_WET_NAAR,DT_OVERGANG,CODE_OVERGANG,NAAM_OVERGANG,IND_VOLLEDIG,CODE_STAND_RECORD
"41853","B","BINS",,"41008","B","BINS",,1-8-2020,"V","Overdracht","N","H"
"41856","B","BINS",,"41385","B","BINS",,1-8-2017,"V","Overdracht","N","H"
"41856","B","BINS",,"42604","B","BINS",,1-8-2017,"V","Overdracht","N","H"
"41857","B","BINS",,"41023","B","BINS",,1-8-2024,"V","Overdracht","N","H"
"41859","B","BINS",,"41475","B","BINS",,1-8-2019,"V","Overdracht","J","H"
"41862","B","BINS",,"42594","B","BINS",,1-8-2011,"V","Overdracht","N","H"
"41865","B","BINS",,"73841","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"41870","B","BINS",,"42718","B","BINS",,30-12-2022,"V","Overdracht","J","H"
"41872","B","BINS",,"41551","B","BINS",,1-1-2015,"V","Overdracht","N","H"
"41877","B","BINS",,"40060","B","BINS",,1-1-2019,"V","Overdracht","N","H"
"41890","B","BINS",,"41475","B","BINS",,1-4-2021,"V","Overdracht","J","H"
"41896","B","BINS",,"41573","B","BINS",,1-8-2014,"V","Overdracht","N","H"
"41896","B","BINS",,"41777","B","BINS",,1-8-2014,"V","Overdracht","N","H"
"41896","B","BINS",,"41850","B","BINS",,1-8-2014,"V","Overdracht","N","H"
"41896","B","BINS",,"42546","B","BINS",,1-8-2014,"V","Overdracht","N","H"
"419","O","AK",,"696","O","AK",,1-10-2004,"V","Overdracht","N","H"
"41901","B","BINS",,"26158","B","BINS",,1-1-2012,"V","Overdracht","N","H"
"41992","B","BINS",,"10249","B","BINS",,1-8-2004,"V","Overdracht","J","H"
"4202","S","SWPO","WPO","4201","S","SWPO","WPO",1-8-2003,"V","Overdracht","N","H"
"42056","B","BINS",,"41242","B","BINS",,1-1-2001,"F","Fusie","J","H"
"42082","B","BINS",,"41239","B","BINS",,1-1-2001,"F","Fusie","J","H"
"42174","B","BINS",,"71488","B","BINS",,1-1-2003,"F","Fusie","J","H"
"42290","B","BINS",,"24546","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"42446","B","BINS",,"37949","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"42447","B","BINS",,"41064","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"42473","B","BINS",,"41165","B","BINS",,1-8-1999,"F","Fusie","N","H"
"42504","B","BINS",,"41047","B","BINS",,1-8-2012,"V","Overdracht","N","H"
"42508","B","BINS",,"41889","B","BINS",,1-1-2024,"V","Overdracht","J","H"
"42509","B","BINS",,"40310","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"42518","B","BINS",,"41023","B","BINS",,1-8-2015,"V","Overdracht","N","H"
"42521","B","BINS",,"41142","B","BINS",,1-1-2019,"V","Overdracht","N","H"
"42527","B","BINS",,"41800","B","BINS",,1-4-2017,"V","Overdracht","N","H"
"42531","B","BINS",,"41671","B","BINS",,1-1-2014,"V","Overdracht","N","H"
"42532","B","BINS",,"41298","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"42533","B","BINS",,"22725","B","BINS",,1-3-2019,"V","Overdracht","N","H"
"42535","B","BINS",,"41676","B","BINS",,1-1-2021,"V","Overdracht","J","H"
"42538","B","BINS",,"50819","B","BINS",,1-8-2024,"V","Overdracht","N","H"
"42539","B","BINS",,"30156","B","BINS",,1-9-2018,"F","Fusie","N","H"
"42545","B","BINS",,"41000","B","BINS",,1-8-2023,"V","Overdracht","N","H"
"42546","B","BINS",,"41856","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"42546","B","BINS",,"42545","B","BINS",,1-8-2018,"V","Overdracht","N","H"
"42557","B","BINS",,"41414","B","BINS",,1-8-2015,"V","Overdracht","N","H"
"42558","B","BINS",,"41434","B","BINS",,1-1-2021,"V","Overdracht","J","H"
"42560","B","BINS",,"41414","B","BINS",,1-8-2013,"V","Overdracht","N","H"
"42563","B","BINS",,"25859","B","BINS",,1-8-2010,"V","Overdracht","N","H"
"42568","B","BINS",,"41444","B","BINS",,1-8-2019,"V","Overdracht","J","H"
"42569","B","BINS",,"42709","B","BINS",,1-1-2021,"V","Overdracht","J","H"
"42573","B","BINS",,"41805","B","BINS",,1-1-2019,"V","Overdracht","N","H"
"42574","B","BINS",,"40888","B","BINS",,1-1-2015,"V","Overdracht","N","H"
"42577","B","BINS",,"41797","B","BINS",,1-5-2018,"V","Overdracht","J","H"
"42580","B","BINS",,"41142","B","BINS",,1-8-2021,"V","Overdracht","J","H"
"42582","B","BINS",,"69877","B","BINS",,1-8-2016,"V","Overdracht","N","H"
"42584","B","BINS",,"40975","B","BINS",,1-8-2015,"V","Overdracht","N","H"
"42585","B","BINS",,"73919","B","BINS",,1-1-2016,"V","Overdracht","N","H"
"42588","B","BINS",,"41417","B","BINS",,1-8-2016,"V","Overdracht","N","H"
"42592","B","BINS",,"20281","B","BINS",,1-1-2013,"V","Overdracht","N","H"
"42599","B","BINS",,"41414","B","BINS",,1-8-2015,"V","Overdracht","N","H"
"42600","B","BINS",,"41813","B","BINS",,1-8-2024,"V","Overdracht","N","H"
"42604","B","BINS",,"41856","B","BINS",,1-8-2014,"V","Overdracht","N","H"
"42604","B","BINS",,"42545","B","BINS",,1-1-2024,"V","Overdracht","J","H"
"42605","B","BINS",,"40132","B","BINS",,1-4-2019,"V","Overdracht","N","H"
"42613","B","BINS",,"41012","B","BINS",,1-1-2014,"V","Overdracht","N","H"
"42614","B","BINS",,"31267","B","BINS",,31-12-2018,"V","Overdracht","N","H"
"42623","B","BINS",,"41630","B","BINS",,1-8-2017,"V","Overdracht","N","H"
"42625","B","BINS",,"40833","B","BINS",,1-1-2024,"V","Overdracht","J","H"
"42628","B","BINS",,"42587","B","BINS",,1-8-2011,"V","Overdracht","N","H"
"42633","B","BINS",,"41537","B","BINS",,1-1-2019,"V","Overdracht","N","H"
"42636","B","BINS",,"10799","B","BINS",,1-8-2023,"V","Overdracht","J","H"
"42639","B","BINS",,"42718","B","BINS",,30-12-2022,"V","Overdracht","J","H"
"42640","B","BINS",,"77235","B","BINS",,1-1-2019,"V","Overdracht","N","H"
"42656","B","BINS",,"41693","B","BINS",,1-8-2018,"V","Overdracht","N","H"
"42656","B","BINS",,"41693","B","BINS",,1-8-2023,"V","Overdracht","N","H"
"42657","B","BINS",,"42546","B","BINS",,1-1-2018,"V","Overdracht","J","H"
"42669","B","BINS",,"41373","B","BINS",,1-8-2014,"V","Overdracht","N","H"
"42676","B","BINS",,"40586","B","BINS",,1-8-2018,"V","Overdracht","N","H"
"42686","B","BINS",,"41820","B","BINS",,1-8-2020,"V","Overdracht","N","H"
"42721","B","BINS",,"42635","B","BINS",,1-1-2018,"V","Overdracht","N","H"
"42738","B","BINS",,"41570","B","BINS",,1-8-2020,"V","Overdracht","J","H"
"42748","B","BINS",,"42718","B","BINS",,30-12-2022,"V","Overdracht","J","H"
"42749","B","BINS",,"42718","B","BINS",,30-12-2022,"V","Overdracht","J","H"
"42754","B","BINS",,"41735","B","BINS",,1-8-2018,"V","Overdracht","N","H"
"42756","B","BINS",,"40132","B","BINS",,1-8-2022,"V","Overdracht","J","H"
"42761","B","BINS",,"41414","B","BINS",,1-8-2019,"V","Overdracht","N","H"
"42765","B","BINS",,"13603","B","BINS",,1-8-2022,"V","Overdracht","J","H"
"42779","B","BINS",,"42718","B","BINS",,30-12-2022,"V","Overdracht","J","H"
"42780","B","BINS",,"42718","B","BINS",,30-12-2022,"V","Overdracht","J","H"
"42781","B","BINS",,"42718","B","BINS",,30-12-2022,"V","Overdracht","J","H"
"42850","B","BINS",,"41440","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"42855","B","BINS",,"40946","B","BINS",,1-1-2024,"V","Overdracht","J","H"
"42870","B","BINS",,"41662","B","BINS",,1-9-2024,"V","Overdracht","J","H"
"42992","B","BINS",,"41211","B","BINS",,1-8-2022,"V","Overdracht","N","H"
"4302","S","SWPO","WPO","4301","S","SWPO","WPO",1-8-2007,"V","Overdracht","N","H"
"4302","S","SWPO","WPO","4301","S","SWPO","WPO",1-8-2009,"V","Overdracht","N","H"
"43044","B","BINS",,"41385","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"43058","B","BINS",,"41531","B","BINS",,1-8-2005,"V","Overdracht","N","H"
"43070","B","BINS",,"42148","B","BINS",,1-1-2008,"V","Overdracht","N","H"
"43071","B","BINS",,"29810","B","BINS",,1-1-2000,"F","Fusie","N","H"
"43084","B","BINS",,"30133","B","BINS",,1-1-2012,"V","Overdracht","N","H"
"43122","B","BINS",,"41338","B","BINS",,1-10-2002,"V","Overdracht","N","H"
"43123","B","BINS",,"77975","B","BINS",,1-1-2001,"V","Overdracht","N","H"
"43214","B","BINS",,"41293","B","BINS",,1-1-2002,"F","Fusie","N","H"
"43253","B","BINS",,"40814","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"43266","B","BINS",,"42683","B","BINS",,1-8-2014,"V","Overdracht","N","H"
"43304","B","BINS",,"42616","B","BINS",,1-8-2017,"V","Overdracht","N","H"
"43343","B","BINS",,"41270","B","BINS",,1-8-2001,"V","Overdracht","N","H"
"43370","B","BINS",,"41507","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"43460","B","BINS",,"41794","B","BINS",,1-8-2008,"V","Overdracht","N","H"
"43474","B","BINS",,"41076","B","BINS",,1-4-1999,"V","Overdracht","J","H"
"43487","B","BINS",,"41340","B","BINS",,1-1-2020,"V","Overdracht","N","H"
"43538","B","BINS",,"41106","B","BINS",,1-1-1999,"F","Fusie","N","H"
"43591","B","BINS",,"42813","B","BINS",,1-11-2020,"V","Overdracht","J","H"
"43629","B","BINS",,"55238","B","BINS",,1-1-2001,"F","Fusie","J","H"
"43682","B","BINS",,"41551","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"43864","B","BINS",,"41716","B","BINS",,1-1-2020,"V","Overdracht","N","H"
"43876","B","BINS",,"55238","B","BINS",,1-1-2001,"F","Fusie","J","H"
"43877","B","BINS",,"27198","B","BINS",,1-1-1998,"F","Fusie","N","H"
"43890","B","BINS",,"69447","B","BINS",,1-1-2000,"F","Fusie","N","H"
"43980","B","BINS",,"40508","B","BINS",,1-1-2018,"V","Overdracht","J","H"
"4401","S","SWPO","WPO","4408","S","SWPO","WPO",1-8-2006,"V","Overdracht","N","H"
"4402","S","SWPO","WPO","4404","S","SWPO","WPO",1-8-2009,"V","Overdracht","N","H"
"44032","B","BINS",,"42632","B","BINS",,1-1-2016,"V","Overdracht","N","H"
"4404","S","SWPO","WPO","4405","S","SWPO","WPO",1-8-2004,"V","Overdracht","N","H"
"4405","S","SWPO","WPO","4404","S","SWPO","WPO",1-8-2004,"V","Overdracht","N","H"
"4406","S","SWPO","WPO","4302","S","SWPO","WPO",1-8-2007,"V","Overdracht","N","H"
"44084","B","BINS",,"40934","B","BINS",,1-8-1997,"F","Fusie","N","H"
"44111","B","BINS",,"41232","B","BINS",,1-10-2000,"F","Fusie","N","H"
"44124","B","BINS",,"74049","B","BINS",,1-8-2002,"F","Fusie","N","H"
"44188","B","BINS",,"41338","B","BINS",,1-10-2002,"V","Overdracht","N","H"
"44202","B","BINS",,"40803","B","BINS",,1-8-2001,"V","Overdracht","N","H"
"44305","B","BINS",,"41416","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"44462","B","BINS",,"42541","B","BINS",,1-1-2011,"V","Overdracht","N","H"
"44487","B","BINS",,"41424","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"44488","B","BINS",,"75597","B","BINS",,1-3-2006,"V","Overdracht","N","H"
"44527","B","BINS",,"78912","B","BINS",,1-1-2012,"V","Overdracht","N","H"
"446","O","AK",,"696","O","AK",,1-4-2002,"V","Overdracht","J","H"
"44605","B","BINS",,"71956","B","BINS",,1-8-2001,"V","Overdracht","N","H"
"44618","B","BINS",,"75375","B","BINS",,1-1-2014,"V","Overdracht","N","H"
"44904","B","BINS",,"41193","B","BINS",,1-1-2000,"F","Fusie","N","H"
"44968","B","BINS",,"78782","B","BINS",,1-1-2002,"V","Overdracht","N","H"
"44981","B","BINS",,"40971","B","BINS",,1-8-2004,"V","Overdracht","N","H"
"450","O","AK",,"401","O","AK",,1-1-2004,"V","Overdracht","N","H"
"450","O","AK",,"413","O","AK",,1-1-2004,"V","Overdracht","N","H"
"450","O","AK",,"606","O","AK",,1-8-2002,"V","Overdracht","N","H"
"45007","B","BINS",,"41270","B","BINS",,1-8-2001,"V","Overdracht","N","H"
"4501","S","SWPO","WPO","4502","S","SWPO","WPO",1-8-2007,"V","Overdracht","N","H"
"4503","S","SWPO","WPO","4504","S","SWPO","WPO",1-8-2006,"V","Overdracht","N","H"
"4506","S","SWPO","WPO","4504","S","SWPO","WPO",1-8-2006,"V","Overdracht","N","H"
"4509","S","SWPO","WPO","4604","S","SWPO","WPO",1-8-2011,"F","Fusie","N","H"
"45098","B","BINS",,"41244","B","BINS",,1-1-2001,"F","Fusie","J","H"
"45099","B","BINS",,"32631","B","BINS",,1-3-2017,"V","Overdracht","N","H"
"45267","B","BINS",,"41270","B","BINS",,1-8-2001,"V","Overdracht","N","H"
"45306","B","BINS",,"41622","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"45384","B","BINS",,"40941","B","BINS",,1-9-1997,"F","Fusie","N","H"
"45397","B","BINS",,"41418","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"45462","B","BINS",,"41595","B","BINS",,1-4-2006,"V","Overdracht","N","H"
"455","O","AK",,"458","O","AK",,1-1-2002,"V","Overdracht","N","H"
"455","O","AK",,"696","O","AK",,1-1-2002,"V","Overdracht","N","H"
"45514","B","BINS",,"41673","B","BINS",,1-1-2008,"V","Overdracht","N","H"
"45540","B","BINS",,"41165","B","BINS",,1-8-1999,"F","Fusie","N","H"
"45774","B","BINS",,"42724","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"45787","B","BINS",,"41278","B","BINS",,1-11-2001,"F","Fusie","N","H"
"458","O","AK",,"402","O","AK",,1-4-2005,"V","Overdracht","N","H"
"458","O","AK",,"402","O","AK",,1-12-2006,"V","Overdracht","N","H"
"458","O","AK",,"402","O","AK",,1-6-2007,"V","Overdracht","N","H"
"458","O","AK",,"403","O","AK",,1-12-2006,"V","Overdracht","N","H"
"458","O","AK",,"403","O","AK",,1-6-2007,"V","Overdracht","N","H"
"458","O","AK",,"445","O","AK",,1-1-2007,"V","Overdracht","N","H"
"458","O","AK",,"469","O","AK",,1-1-2005,"V","Overdracht","N","H"
"458","O","AK",,"696","O","AK",,1-1-2007,"V","Overdracht","N","H"
"45801","B","BINS",,"41886","B","BINS",,1-10-2009,"V","Overdracht","N","H"
"45827","B","BINS",,"40517","B","BINS",,1-8-1998,"F","Fusie","N","H"
"45917","B","BINS",,"41639","B","BINS",,1-8-2022,"V","Overdracht","N","H"
"45917","B","BINS",,"41639","B","BINS",,1-1-2023,"V","Overdracht","J","H"
"45943","B","BINS",,"27198","B","BINS",,1-1-1998,"F","Fusie","N","H"
"45956","B","BINS",,"41012","B","BINS",,1-8-1998,"F","Fusie","N","H"
"45995","B","BINS",,"40794","B","BINS",,1-8-2001,"F","Fusie","N","H"
"4605","S","SWPO","WPO","1504","S","SWPO","WPO",1-8-2003,"V","Overdracht","N","H"
"4605","S","SWPO","WPO","4604","S","SWPO","WPO",1-8-2009,"V","Overdracht","N","H"
"4606","S","SWPO","WPO","4601","S","SWPO","WPO",1-8-2003,"V","Overdracht","N","H"
"4606","S","SWPO","WPO","4604","S","SWPO","WPO",1-8-2009,"V","Overdracht","N","H"
"46100","B","BINS",,"41251","B","BINS",,1-1-2001,"F","Fusie","N","H"
"46165","B","BINS",,"41464","B","BINS",,1-8-2004,"V","Overdracht","N","H"
"46204","B","BINS",,"41839","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"46242","B","BINS",,"41621","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"46243","B","BINS",,"41447","B","BINS",,1-1-2021,"V","Overdracht","J","H"
"46282","B","BINS",,"41418","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"46385","B","BINS",,"30582","B","BINS",,1-8-2015,"V","Overdracht","N","H"
"46385","B","BINS",,"41518","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"46463","B","BINS",,"41631","B","BINS",,1-8-2018,"V","Overdracht","N","H"
"46594","B","BINS",,"13273","B","BINS",,1-1-2024,"V","Overdracht","J","H"
"46672","B","BINS",,"41324","B","BINS",,1-8-2002,"V","Overdracht","N","H"
"46700","B","BINS",,"57990","B","BINS",,1-8-2024,"V","Overdracht","J","H"
"46724","B","BINS",,"42828","B","BINS",,1-8-2021,"V","Overdracht","J","H"
"46762","B","BINS",,"41239","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"46775","B","BINS",,"41787","B","BINS",,1-1-2008,"V","Overdracht","N","H"
"46776","B","BINS",,"70002","B","BINS",,1-8-2013,"V","Overdracht","N","H"
"468","O","AK",,"711","O","AK",,1-10-2004,"V","Overdracht","N","H"
"46828","B","BINS",,"41447","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"46906","B","BINS",,"79874","B","BINS",,1-1-2013,"V","Overdracht","N","H"
"46918","B","BINS",,"32580","B","BINS",,1-8-2010,"V","Overdracht","N","H"
"46957","B","BINS",,"32177","B","BINS",,1-1-2011,"V","Overdracht","N","H"
"46971","B","BINS",,"41436","B","BINS",,1-1-2004,"V","Overdracht","N","H"
"46983","B","BINS",,"41338","B","BINS",,1-10-2002,"V","Overdracht","N","H"
"46984","B","BINS",,"41008","B","BINS",,1-1-2000,"F","Fusie","N","H"
"47100","B","BINS",,"41281","B","BINS",,1-1-2002,"V","Overdracht","N","H"
"47127","B","BINS",,"58761","B","BINS",,1-8-2001,"V","Overdracht","N","H"
"47257","B","BINS",,"75753","B","BINS",,1-1-2000,"F","Fusie","J","H"
"47322","B","BINS",,"85255","B","BINS",,1-1-2023,"V","Overdracht","J","H"
"47491","B","BINS",,"30240","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"47568","B","BINS",,"32060","B","BINS",,1-8-1998,"F","Fusie","N","H"
"47569","B","BINS",,"53990","B","BINS",,1-1-2000,"F","Fusie","N","H"
"47595","B","BINS",,"20151","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"47595","B","BINS",,"20151","B","BINS",,31-12-2018,"V","Overdracht","N","H"
"47595","B","BINS",,"20151","B","BINS",,1-1-2019,"V","Overdracht","N","H"
"47595","B","BINS",,"41071","B","BINS",,1-8-2001,"V","Overdracht","N","H"
"47608","B","BINS",,"41071","B","BINS",,1-8-2001,"F","Fusie","N","H"
"47634","B","BINS",,"55303","B","BINS",,1-1-1998,"F","Fusie","N","H"
"477","O","AK",,"402","O","AK",,1-1-2008,"V","Overdracht","N","H"
"47789","B","BINS",,"40928","B","BINS",,1-8-1997,"F","Fusie","N","H"
"47790","B","BINS",,"40278","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"47893","B","BINS",,"41506","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"47920","B","BINS",,"42878","B","BINS",,1-8-2023,"V","Overdracht","N","H"
"47945","B","BINS",,"13683","B","BINS",,1-1-2020,"F","Fusie","J","H"
"4802","S","SWPO","WPO","4902","S","SWPO","WPO",1-8-2003,"V","Overdracht","N","H"
"48076","B","BINS",,"40257","B","BINS",,1-8-2000,"F","Fusie","N","H"
"48154","B","BINS",,"44397","B","BINS",,1-4-2003,"V","Overdracht","N","H"
"48244","B","BINS",,"41366","B","BINS",,1-1-2003,"F","Fusie","J","H"
"48257","B","BINS",,"42724","B","BINS",,1-1-2017,"V","Overdracht","N","H"
"48270","B","BINS",,"41440","B","BINS",,1-1-2016,"V","Overdracht","N","H"
"484","O","AK",,"136","O","AK",,1-1-2012,"V","Overdracht","N","H"
"484","O","AK",,"165","O","AK",,1-1-2002,"V","Overdracht","N","H"
"484","O","AK",,"165","O","AK",,1-1-2011,"V","Overdracht","N","H"
"484","O","AK",,"401","O","AK",,1-1-2009,"V","Overdracht","N","H"
"484","O","AK",,"413","O","AK",,1-5-2012,"V","Overdracht","N","H"
"484","O","AK",,"696","O","AK",,1-1-2007,"V","Overdracht","N","H"
"484","O","AK",,"941","O","AK",,1-1-2009,"V","Overdracht","N","H"
"48413","B","BINS",,"41200","B","BINS",,1-1-2000,"F","Fusie","N","H"
"48505","B","BINS",,"67744","B","BINS",,1-8-1999,"F","Fusie","N","H"
"48531","B","BINS",,"55238","B","BINS",,1-1-2001,"F","Fusie","J","H"
"48673","B","BINS",,"41193","B","BINS",,1-1-2001,"F","Fusie","J","H"
"48686","B","BINS",,"42607","B","BINS",,1-1-2017,"V","Overdracht","N","H"
"48700","B","BINS",,"41359","B","BINS",,1-1-2003,"V","Overdracht","J","H"
"48856","B","BINS",,"77195","B","BINS",,3-7-2024,"V","Overdracht","J","H"
"48908","B","BINS",,"40973","B","BINS",,1-1-1998,"F","Fusie","N","H"
"48972","B","BINS",,"41559","B","BINS",,1-1-2006,"V","Overdracht","J","H"
"49011","B","BINS",,"41165","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"49064","B","BINS",,"40517","B","BINS",,1-8-1998,"F","Fusie","N","H"
"49168","B","BINS",,"44527","B","BINS",,1-12-2004,"V","Overdracht","N","H"
"49258","B","BINS",,"41193","B","BINS",,1-1-2000,"F","Fusie","N","H"
"49272","B","BINS",,"41247","B","BINS",,1-8-2001,"F","Fusie","N","H"
"49285","B","BINS",,"41165","B","BINS",,1-8-1999,"F","Fusie","N","H"
"49480","B","BINS",,"41769","B","BINS",,1-1-2008,"V","Overdracht","J","H"
"49545","B","BINS",,"41161","B","BINS",,1-8-1999,"F","Fusie","N","H"
"49558","B","BINS",,"41217","B","BINS",,1-4-2023,"V","Overdracht","J","H"
"49584","B","BINS",,"69669","B","BINS",,1-1-2011,"V","Overdracht","N","H"
"49610","B","BINS",,"41246","B","BINS",,1-1-2015,"V","Overdracht","N","H"
"49636","B","BINS",,"40971","B","BINS",,1-10-2004,"V","Overdracht","N","H"
"49688","B","BINS",,"42556","B","BINS",,1-1-2011,"V","Overdracht","N","H"
"49740","B","BINS",,"41192","B","BINS",,1-1-2000,"F","Fusie","N","H"
"49753","B","BINS",,"42148","B","BINS",,1-1-2001,"F","Fusie","J","H"
"49766","B","BINS",,"41443","B","BINS",,1-8-2013,"V","Overdracht","N","H"
"49805","B","BINS",,"74531","B","BINS",,1-8-2012,"V","Overdracht","N","H"
"49857","B","BINS",,"41340","B","BINS",,1-1-2003,"V","Overdracht","J","H"
"49883","B","BINS",,"41280","B","BINS",,1-1-2002,"F","Fusie","N","H"
"49922","B","BINS",,"41530","B","BINS",,1-8-2005,"V","Overdracht","N","H"
"49935","B","BINS",,"41282","B","BINS",,1-1-2009,"V","Overdracht","N","H"
"49960","B","BINS",,"42858","B","BINS",,1-1-2023,"V","Overdracht","J","H"
"49974","B","BINS",,"30133","B","BINS",,1-1-2012,"V","Overdracht","N","H"
"50013","B","BINS",,"31069","B","BINS",,1-1-2003,"V","Overdracht","N","H"
"50026","B","BINS",,"41203","B","BINS",,1-1-2000,"F","Fusie","N","H"
"5003","S","SWPO","WPO","4801","S","SWPO","WPO",1-8-2003,"V","Overdracht","N","H"
"50052","B","BINS",,"95694","B","BINS",,1-1-2001,"F","Fusie","J","H"
"50065","B","BINS",,"73114","B","BINS",,3-4-1998,"F","Fusie","N","H"
"50104","B","BINS",,"84332","B","BINS",,1-4-2021,"V","Overdracht","J","H"
"50169","B","BINS",,"75753","B","BINS",,1-1-2011,"V","Overdracht","N","H"
"50182","B","BINS",,"41636","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"50247","B","BINS",,"23961","B","BINS",,1-1-2003,"F","Fusie","N","H"
"50286","B","BINS",,"71008","B","BINS",,1-1-2005,"V","Overdracht","N","H"
"50468","B","BINS",,"40517","B","BINS",,1-8-1998,"F","Fusie","N","H"
"50480","B","BINS",,"41532","B","BINS",,1-8-2005,"V","Overdracht","N","H"
"505","O","AK",,"484","O","AK",,1-1-2004,"V","Overdracht","N","H"
"50506","B","BINS",,"41045","B","BINS",,1-10-1998,"F","Fusie","N","H"
"50818","B","BINS",,"40724","B","BINS",,1-1-2002,"F","Fusie","N","H"
"50819","B","BINS",,"40841","B","BINS",,1-8-2002,"V","Overdracht","N","H"
"50844","B","BINS",,"41011","B","BINS",,1-8-2013,"V","Overdracht","N","H"
"50844","B","BINS",,"41371","B","BINS",,1-8-2014,"V","Overdracht","N","H"
"50883","B","BINS",,"41045","B","BINS",,1-10-1998,"F","Fusie","N","H"
"509","O","AK",,"267","O","AK",,1-1-2007,"V","Overdracht","N","H"
"509","O","AK",,"401","O","AK",,1-8-2003,"V","Overdracht","N","H"
"509","O","AK",,"401","O","AK",,1-1-2007,"V","Overdracht","N","H"
"509","O","AK",,"672","O","AK",,1-6-2007,"V","Overdracht","N","H"
"509","O","AK",,"696","O","AK",,1-1-2007,"V","Overdracht","N","H"
"5101","S","SWPO","WPO","5106","S","SWPO","WPO",1-8-2012,"F","Fusie","J","H"
"5103","S","SWPO","WPO","5104","S","SWPO","WPO",1-8-2007,"V","Overdracht","N","H"
"5105","S","SWPO","WPO","5106","S","SWPO","WPO",1-8-2008,"V","Overdracht","N","H"
"51183","B","BINS",,"40941","B","BINS",,1-9-1997,"F","Fusie","N","H"
"51196","B","BINS",,"41106","B","BINS",,1-1-1999,"F","Fusie","N","H"
"51248","B","BINS",,"75375","B","BINS",,1-1-1998,"F","Fusie","N","H"
"51430","B","BINS",,"50819","B","BINS",,1-1-2006,"V","Overdracht","N","H"
"51533","B","BINS",,"40555","B","BINS",,1-7-2010,"V","Overdracht","J","H"
"51767","B","BINS",,"31087","B","BINS",,1-8-2000,"F","Fusie","N","H"
"51949","B","BINS",,"40555","B","BINS",,1-7-2010,"V","Overdracht","J","H"
"5201","S","SWPO","WPO","5203","S","SWPO","WPO",1-8-2004,"V","Overdracht","N","H"
"5201","S","SWPO","WPO","5204","S","SWPO","WPO",1-8-2004,"V","Overdracht","N","H"
"52041","B","BINS",,"41230","B","BINS",,1-8-2000,"F","Fusie","N","H"
"52131","B","BINS",,"41897","B","BINS",,1-1-2010,"V","Overdracht","N","H"
"52222","B","BINS",,"40844","B","BINS",,1-8-1998,"F","Fusie","N","H"
"52274","B","BINS",,"40662","B","BINS",,1-8-2018,"V","Overdracht","N","H"
"52274","B","BINS",,"40662","B","BINS",,1-1-2019,"V","Overdracht","N","H"
"52340","B","BINS",,"77235","B","BINS",,1-1-2019,"V","Overdracht","J","H"
"52495","B","BINS",,"61284","B","BINS",,1-8-1998,"F","Fusie","N","H"
"52599","B","BINS",,"73191","B","BINS",,1-8-2000,"F","Fusie","N","H"
"5302","S","SWPO","WPO","5301","S","SWPO","WPO",1-8-2006,"V","Overdracht","N","H"
"53327","B","BINS",,"44618","B","BINS",,1-8-1998,"F","Fusie","N","H"
"53406","B","BINS",,"41530","B","BINS",,1-1-2025,"V","Overdracht","J","H"
"53731","B","BINS",,"40928","B","BINS",,1-8-1997,"F","Fusie","N","H"
"53861","B","BINS",,"77975","B","BINS",,1-1-2003,"V","Overdracht","N","H"
"53977","B","BINS",,"40941","B","BINS",,1-9-1997,"F","Fusie","N","H"
"53978","B","BINS",,"41385","B","BINS",,1-8-2003,"V","Overdracht","N","H"
"54043","B","BINS",,"68329","B","BINS",,1-1-2007,"V","Overdracht","N","H"
"54224","B","BINS",,"40941","B","BINS",,1-9-1997,"F","Fusie","N","H"
"54471","B","BINS",,"40517","B","BINS",,1-8-1998,"F","Fusie","N","H"
