NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
18AN01,D,VSTZ,Delta College Protestants Christelijke Scholengemeenschap voor Mavo Vbo en Lwoo,Ramsesdreef 190.0 ,3564cl,190,52.1239822,5.1127087,3564CL,UTRECHT,Utrecht,Closed,Secondary Branch Location,6.0,2000s,2000s,2002-08-01 to 2008-08-01,2002-08-01,2008-08-01,H
03WO03,D,VSTS,Van Lodensteincollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Lunterseweg 94.0 ,3772ts,94,52.1243674,5.5878703,3772TS,BARNEVELD,Gelderland,Active,Secondary Technical School,21.5,2000s,,2003-08-01 to Present,2003-08-01,,H
01MP,U,VOS,Cornelis Beetssch,Arckelaan 4.0 ,7351bj,4,52.12456299999999,5.877691599999999,7351BJ,HOENDERLOO,Gelderland,Closed,Regular Secondary School,103.6,1900s,2000s,1900-01-01 to 2003-08-01,1900-01-01,2003-08-01,H
26LR,U,PROS,Praktijkschool Op Maat,Jongkindt Coninckstraat 36.0 ,2406ap,36,52.1260458,4.6664742,2406AP,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
16NK,U,VOS,De Vrije School Zutphen afdeling Bovenbouw Cq Mavo,Weerdslag 14.0 A,7206br,14,52.12736229999999,6.1978867,7206BR,ZUTPHEN,Gelderland,Active,Regular Secondary School,45.7,1970s,,1979-05-01 to Present,1979-05-01,,H
16NK,U,VOS,Vrije school Zutphen-Groningen,De IJsselhank 1.0 ,7206dg,1,52.1274312,6.197639800000001,7206DG,ZUTPHEN,Gelderland,Active,Regular Secondary School,45.7,1970s,,1979-05-01 to Present,1979-05-01,,A
26KR,U,PROS,MaxX,Parallelweg 5.0 ,7161ae,5,52.1300531,6.6210022,7161AE,NEEDE,Gelderland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,A
26KR,U,PROS,De Wheemergaarden SVO School/Praktijkschool,Wheemerstraat 15.0 A,7161an,15,52.1302782,6.6187198,7161AN,NEEDE,Gelderland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
15BH,U,VOS,Chr Sgm Groene Hart Lyc v Lyc Havo Mavo Vbo Lwoo,Prinses Beatrixlaan 4.0 ,2404xc,4,52.13117519999999,4.6521726,2404XC,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Secondary School,44.0,1980s,,1981-01-01 to Present,1981-01-01,,H
01MU,U,VOS,De Meerwaarde,Rietberglaan 6.0 ,3771rd,6,52.1311845,5.6007725,3771RD,BARNEVELD,Gelderland,Active,Regular Secondary School,44.5,1980s,,1980-08-01 to Present,1980-08-01,,H
29NE,U,VOS,Stichting Aventurijn,Voorsterweg 1.0 ,7371ga,1,52.1319095,6.0376275,7371GA,LOENEN,Gelderland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
26LR,U,PROS,Groene Hart Praktijkschool,Anna van Burenlaan 15.0 ,2404ga,15,52.1320438,4.6535842,2404GA,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
29LY,U,VOS,Wonderwijs,Hoofdweg 124.0 ,7371gj,124,52.132167,6.0374734,7371GJ,LOENEN,Gelderland,Closed,Regular Secondary School,109.0,1900s,2000s,1900-01-01 to 2009-01-01,1900-01-01,2009-01-01,H
02GP,U,VOS,Het Rynlands Lyceum Sgm V Mavo Havo Lyceum,Backershagenlaan 5.0 ,2243ab,5,52.1323049,4.3901002,2243AB,WASSENAAR,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
21FV,U,VOS,Sint Odulphuslyceum Scholengemeenschap voor VWO en HAVO,  ,,,52.132633,5.291265999999999,,,,Active,Regular Secondary School,125.4,1890s,,1899-09-01 to Present,1899-09-01,,H
02FO01,D,VSTZ,Christelijke Technische School voor Vbo en Lwoo Christiaan Huygens,Lijsterhof 1.0 ,3772aa,1,52.1331107,5.5854422,3772AA,BARNEVELD,Gelderland,Closed,Secondary Branch Location,11.0,2000s,2010s,2000-08-01 to 2011-08-01,2000-08-01,2011-08-01,H
00TL,U,VOS,Het Nieuwe Lyceum Scholengemeenschap voor Vwo Havo en Mavo,Jan Steenlaan 38.0 ,3723bv,38,52.133942,5.196927,3723BV,BILTHOVEN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17WP,U,VOS,Stichting Werkplaats Kindergemeenschap,Kees Boekelaan 10.0 ,3723ba,10,52.1341464,5.194998500000001,3723BA,BILTHOVEN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17WP,U,VOS,Stichting Werkplaats Kindergemeenschap,Kees Boekelaan 12.0 ,3723ba,12,52.1354422,5.1943341,3723BA,BILTHOVEN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
08LP,U,VOS,Isendoorn College voor Mavo Havo en Atheneum,Lage Weide 1.0 ,7231nn,1,52.1354965,6.2238358,7231NN,WARNSVELD,Gelderland,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
02FO,U,VOS,Chr School Voor Techn Christiaan Huygens,Wilhelminastraat 82.0 ,3771ar,82,52.1356097,5.5924844,3771AR,BARNEVELD,Gelderland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
03WO03,D,VSTS,Van Lodensteincollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Oldenbarnevelderweg 80.0 ,3772gh,80,52.1360858,5.5677634,3772GH,BARNEVELD,Gelderland,Active,Secondary Technical School,21.5,2000s,,2003-08-01 to Present,2003-08-01,,H
03OY,U,VOS,Niftarlake College Christelijke Scholengemeenschap voor Atheneum Havo Mavo,Pauwenkamp 151.0 ,3607gk,151,52.1362753,5.023359699999999,3607GK,MAARSSEN,Utrecht,Active,Regular Secondary School,46.5,1970s,,1978-08-01 to Present,1978-08-01,,H
03WO,U,VOS,Van Lodenstein Sgm V Lyc Havo Mavo Vbo Ivbo,Utrechtseweg 228.0 ,3818et,228,52.1367066,5.3510928,3818ET,AMERSFOORT,Utrecht,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
17HX,U,VOS,Mgr A E Rientjes Mavo,Valkenkamp 551.0 ,3607mj,551,52.137036,5.0158144,3607MJ,MAARSSEN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20DH01,D,VSTZ,Stedelijk Daltoncollege voor Lyceym Havo Mavo Vbo Lwoo,Paulus Potterstraat 8.0 ,7204cv,8,52.1385023,6.2092278,7204CV,ZUTPHEN,Gelderland,Closed,Secondary Branch Location,6.0,2000s,2000s,2002-08-01 to 2008-08-01,2002-08-01,2008-08-01,H
13EB,U,PROS,School voor Vbo de Loods,Paulus Potterstraat 12.0 A,7204cv,12,52.13850499999999,6.212391900000001,7204CV,ZUTPHEN,Gelderland,Active,Practical Education,45.8,1970s,,1979-04-01 to Present,1979-04-01,,H
14WJ,U,VOS,Het Vlietland College Scholengemeenschap voor Vwo Havo Mavo,Apollolaan 262.0 ,2324bz,262,52.1387704,4.4740584,2324BZ,LEIDEN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
10AN,U,VOS,Scala College voor Atheneum Havo Vmbo-Loot,Kees Mustersstraat 6.0 ,2406lk,6,52.1390622,4.6718058,2406LK,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
20EA,U,VOS,Scholengemeenschap voor Mavo Havo Ath De Amersfoortse Berg,Hugo de Grootlaan 25.0 ,3818ta,25,52.1410159,5.3734658,3818TA,AMERSFOORT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
26JU,U,PROS,School voor Speciaal Voortgezet Onderwijs Koningin Wilhelmina,Stevinstraat 2.0 ,3817wg,2,52.1417772,5.3893461,3817WG,AMERSFOORT,Utrecht,Closed,Practical Education,2.0,1990s,2000s,1998-08-01 to 2000-08-01,1998-08-01,2000-08-01,H
00ML,U,VOS,Meridiaancollege Rk Sgm V Lyc Havo Mavo Vbo Ivbo,Daam Fockemalaan 12.0 ,3818kg,12,52.1419011,5.3526842,3818KG,AMERSFOORT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
10AN,U,VOS,Scala College voor Atheneum Havo Mavo Vbo,Diamantstraat 31.0 ,2403as,31,52.1424921,4.6789992,2403AS,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
29RN,U,VOS,De Kampanje,Daam Fockemalaan 22.0 ,3818kg,22,52.1445613,5.3520017,3818KG,AMERSFOORT,Utrecht,Closed,Regular Secondary School,7.7,2000s,2010s,2007-02-01 to 2014-10-01,2007-02-01,2014-10-01,H
20DH,U,VOS,Stedelyk Sgm Zutphen V Vwo Havo Mavo Ibo Lbo,Isendoornstraat 3.0 ,7201nj,3,52.1448337,6.200466899999999,7201NJ,ZUTPHEN,Gelderland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01MU,U,VOS,Chr Sgm Gr V Prinsterer V Mavo Vbo Ivbo,Schoutenstraat 109.0 ,3771ch,109,52.1449736,5.5752392,3771CH,BARNEVELD,Gelderland,Active,Regular Secondary School,44.5,1980s,,1980-08-01 to Present,1980-08-01,,H
02VS,U,VOS,Baudartiuscoll Chr Sgs V Mavo Havo En Vwo,Isendoornstraat 1.0 ,7201nj,1,52.1453767,6.1980567,7201NJ,ZUTPHEN,Gelderland,Closed,Regular Secondary School,119.6,1900s,2010s,1900-01-01 to 2019-08-01,1900-01-01,2019-08-01,H
31YU,U,VOS,American School of The Hague,Rijksstraatweg 200.0 ,2241bx,200,52.1459071,4.422428399999999,2241BX,WASSENAAR,Zuid-Holland,Active,Regular Secondary School,13.5,2010s,,2011-08-01 to Present,2011-08-01,,H
04DF,U,VOS,Ashram College Rooms Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo,Marsdiep 289.0 ,2401xh,289,52.1463137,4.653792500000001,2401XH,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
04DF,U,VOS,"Ashram College KSG voor vwo, havo, mavo en vbo",Marsdiep 293.0 ,2401xh,293,52.1466979,4.6532807,2401XH,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,A
00YT,U,VOS,School Individueel Vormend Onderwijs,Vondellaan 28.0 ,3818wp,28,52.14690720000001,5.3752413,3818WP,AMERSFOORT,Utrecht,Closed,Regular Secondary School,99.6,1900s,1990s,1900-01-01 to 1999-08-01,1900-01-01,1999-08-01,H
14WE,U,VOS,S. Adelbert College voor Lyceum Havo en Mavo,Deijlerweg 163.0 ,2241ae,163,52.1478936,4.4184549,2241AE,WASSENAAR,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
00SZ,U,VOS,Johannes Fontanus College Christelijk Scholengemeenschap voor Mavo Havo Atheneum,Wethouder Rebellaan 135.0 ,3771ka,135,52.14897509999999,5.580945799999999,3771KA,BARNEVELD,Gelderland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
04DF01,D,VSTS,Ashram College Rooms Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo,Achterweg 1.0 ,2421eb,1,52.1490587,4.7731242,2421EB,NIEUWKOOP,Zuid-Holland,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
04DF01,D,VSTS,Ashram College Rooms Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo,Lindelaan 2.0 ,2421vr,2,52.1492857,4.7745445,2421VR,NIEUWKOOP,Zuid-Holland,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20CL,U,VOS,Leonardo College voor Atheneum Havo Mavo,Telderskade 48.0 ,2321te,48,52.1496433,4.4752069,2321TE,LEIDEN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,A
20CK,U,VOS,Joh van Oldenbarnevelt Gymnasium,Thorbeckeplein 1.0 ,3818jl,1,52.1506081,5.368068,3818JL,AMERSFOORT,Utrecht,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
24TF,U,VOS,Staring College Regionale Scholengemeenschap voor Ath Gymn Havo Vmbo,Zutphenseweg 108.0 ,7241se,108,52.1511095,6.3921566,7241SE,LOCHEM,Gelderland,Active,Regular Secondary School,32.5,1990s,,1992-08-01 to Present,1992-08-01,,H
31ZG,U,VOS,Theodore International Startup Academy,Lorentzkade 15.0 a,2313gb,15,52.1512557,4.4964454,2313GB,LEIDEN,Zuid-Holland,Active,Regular Secondary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,,H
20CL,U,VOS,Rembrandt Sgm V Ath Havo En Mavo,Noachstraat 2.0 ,2324lt,2,52.15202180000001,4.4706921,2324LT,LEIDEN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
09VS,U,PROS,Praktijkschool voor Speciaal Onderwijs aan Moeilijk Lerende KinderenMlk,Lammenschansweg 6.0 ,2313dm,6,52.1521492,4.494741299999999,2313DM,LEIDEN,Zuid-Holland,Active,Practical Education,44.5,1980s,,1980-08-01 to Present,1980-08-01,,H
20DP,U,VOS,Stedelyk Gymnasium,Fruinlaan 15.0 ,2313ep,15,52.1525449,4.5060876,2313EP,LEIDEN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
24TF,U,VOS,Regionaal Scholengemeenschap Staring College voor Atheneum Havo Mavo Vbo,Dr Cartier van Disselweg 14.0 ,7241jp,14,52.1535602,6.415962,7241JP,LOCHEM,Gelderland,Active,Regular Secondary School,32.5,1990s,,1992-08-01 to Present,1992-08-01,,H
02VD,U,VOS,College Het Hoge Land Lyc Havo Mavo Vbo Ivbo,Burggravenlaan 11.0 ,2313hm,11,52.1535673,4.5065097,2313HM,LEIDEN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
21GW,U,VOS,Bonaventuracollege SGM voor Gym. Ath. Havo Vmbo,Burggravenlaan 2.0 ,2313hv,2,52.1547592,4.507931399999999,2313HV,LEIDEN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
26KK,U,PROS,School voor Praktijkonderwijs,Ter Haarkade 1.0 ,2321as,1,52.15693650000001,4.4747337,2321AS,LEIDEN,Zuid-Holland,Closed,Practical Education,10.0,1990s,2000s,1998-08-01 to 2008-08-01,1998-08-01,2008-08-01,H
07DR,U,VOS,SGM ALKEMADE,Opaalstraat 5.0 ,2332ta,5,52.157474,4.466056,2332TA,LEIDEN,Zuid-Holland,Closed,Regular Secondary School,6.0,1980s,1990s,1984-08-01 to 1990-08-01,1984-08-01,1990-08-01,H
05FB,U,VOS,Het Assink Lyceum voor Lyceum Havo Mavo Vbo Lwoo,Bouwmeester 10.0 ,7481lp,10,52.158555,6.740282,7481LP,HAAKSBERGEN,Overijssel,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
20EI02,D,VSTZ,Vallei College voor Ath Havo Mavo Vbo Lwoo,Columbusweg 40.0 ,3814we,40,52.1604441,5.4037947,3814WE,AMERSFOORT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
05FB,U,VOS,Sgm Het Assink Voor Ath Havo Mavo Vbo Ivbo,Van Brakelstraat 1.0 ,7482vv,1,52.1612598,6.7412036,7482VV,HAAKSBERGEN,Overijssel,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
29TV,U,VOS,De Ruimte Soest (VO),Insingerstraat 39.0 -53,3766ma,39,52.1614377,5.2768689,3766MA,SOEST,Utrecht,Active,Regular Secondary School,18.0,2000s,,2007-01-01 to Present,2007-01-01,,H
28CA,U,PROS,Nog niet bekend,Wiekslag 50.0 ,3815gs,50,52.1618583,5.4097858,3815GS,AMERSFOORT,Utrecht,Active,Practical Education,18.5,2000s,,2006-08-01 to Present,2006-08-01,,H
31DD,U,VOS,School for Excellence,Insingerstraat 37.0 ,3766ma,37,52.1620995,5.2786613,3766MA,SOEST,Utrecht,Active,Regular Secondary School,9.5,2010s,,2015-08-01 to Present,2015-08-01,,H
20EA,U,VOS,Openbaar lyceum De Amersfoortse Berg,Hooglandseweg-Noord 55.0 ,3813vd,55,52.1630634,5.3867124,3813VD,AMERSFOORT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,A
31JC,U,AOCV,zone.college,Hoeflingweg 9.0 ,7241cj,9,52.1644994,6.403739799999999,7241CJ,LOCHEM,Gelderland,Active,Agricultural Education,6.5,2010s,,2018-08-01 to Present,2018-08-01,,H
03SX,U,PROS,De Baander,Zangvogelweg 152.0 ,3815dr,152,52.1649577,5.4029829,3815DR,AMERSFOORT,Utrecht,Active,Practical Education,40.0,1980s,,1985-01-01 to Present,1985-01-01,,H
16LG,U,PROS,De Borgwal,Zangvogelweg 156.0 ,3815dr,156,52.16531639999999,5.4016733,3815DR,AMERSFOORT,Utrecht,Closed,Practical Education,28.0,1980s,2010s,1985-08-01 to 2013-08-01,1985-08-01,2013-08-01,H
16TV02,D,VSTS,Vrije School Zuid-Holland voor Atheneum Havo Mavo,Surinamestraat 1.0 ,2315xc,1,52.16659,4.5083515,2315XC,LEIDEN,Zuid-Holland,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,H
16TV02,D,VSTS,Vrije School Zuid-Holland voor Atheneum Havo Mavo,Sumatrastraat 120.0 ,2315bd,120,52.1666196,4.5114971,2315BD,LEIDEN,Zuid-Holland,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,H
01VV,U,VOS,Mavo Soest,Valeriaanstraat 167.0 A,3765em,167,52.1670688,5.2889754,3765EM,SOEST,Utrecht,Closed,Regular Secondary School,82.6,1910s,2000s,1919-12-29 to 2002-08-01,1919-12-29,2002-08-01,H
14RC,U,VOS,Meerwegen College vestiging Farel,Paladijnenweg 101.0 ,3813dc,101,52.1675964,5.385587699999999,3813DC,AMERSFOORT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
14RC,U,VOS,Chr Sgm Voor Lyc Havo Mavo Vbo Lwoo,Paladijnenweg 239.0 ,3813dh,239,52.1678218,5.385392100000001,3813DH,AMERSFOORT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20EI,U,VOS,Vallei College voor Ath Havo Mavo Vbo,Paladijnenweg 611.0 ,3813kd,611,52.1689652,5.3940601,3813KD,AMERSFOORT,Utrecht,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
00JT,U,VOS,Geref Sgm Guido De Bres Vwo Havo Mavo Vbo Ivbo,Paladijnenweg 251.0 ,3813dh,251,52.16901679999999,5.3881386,3813DH,AMERSFOORT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
03WO01,D,VSTS,Van Lodenstein Sgm V Lyc Havo Mavo Vbo Ivbo,Zuiderinslag 1.0 ,3871mr,1,52.1694281,5.4482273,3871MR,HOEVELAKEN,Gelderland,Active,Secondary Technical School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
23VD,U,VOS,Broeckland College voor Mavo Vbo Lwoo,Engel de Ruijterstraat 40.0 ,3621cv,40,52.1694828,4.9976994,3621CV,BREUKELEN,Utrecht,Active,Regular Secondary School,34.5,1990s,,1990-08-01 to Present,1990-08-01,,H
30GD,U,VOS,Stedelijk Gymnasium Socrates,Nieuwe Marnixstraat 90.0 ,2316es,90,52.1701135,4.4980337,2316ES,LEIDEN,Zuid-Holland,Active,Regular Secondary School,13.5,2010s,,2011-08-01 to Present,2011-08-01,,H
02VD,U,VOS,Visser t Hooft Lyceum Lyceum Havo Mavo Vbo Lwoo,Kagerstraat 1.0 ,2334cp,1,52.171345,4.4810794,2334CP,LEIDEN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
09VS,U,PROS,"Het Waterland, Onderwijscentrum Leiden",Boerhaavelaan 345.0 ,2334em,345,52.1716979,4.4875565,2334EM,LEIDEN,Zuid-Holland,Active,Practical Education,44.5,1980s,,1980-08-01 to Present,1980-08-01,,H
26JD,U,PROS,School voor Speciaal Voortgezet Onderwijs Vijverhof,Domineeslaantje 2.0 -4,3621ed,2,52.1717084,4.9976123,3621ED,BREUKELEN,Utrecht,Closed,Practical Education,11.0,1990s,2000s,1998-08-01 to 2009-08-01,1998-08-01,2009-08-01,H
02EA03,D,VSTS,Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo,Eijmerspoelstraat 3.0 ,2334cv,3,52.1720519,4.483437299999999,2334CV,LEIDEN,Zuid-Holland,Active,Secondary Technical School,25.5,1990s,,1999-08-01 to Present,1999-08-01,,H
29RZ,U,VOS,Instituut Vrijbergen VO,Rijnsburgerweg 91.0 -93,2334bj,91,52.1720891,4.477749800000001,2334BJ,LEIDEN,Zuid-Holland,Closed,Regular Secondary School,2.6,2000s,2000s,2007-01-01 to 2009-07-31,2007-01-01,2009-07-31,H
02EA03,D,VSTS,Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo,Faljerilstraat 1.0 ,2334cm,1,52.1721678,4.4816148,2334CM,LEIDEN,Zuid-Holland,Active,Secondary Technical School,25.5,1990s,,1999-08-01 to Present,1999-08-01,,H
32DR,U,VOS,Focus College Amersfoort,Softwareweg 7.0 ,3821bn,7,52.1724197,5.4129347,3821BN,AMERSFOORT,Utrecht,Active,Regular Secondary School,0.5,2020s,,2024-08-01 to Present,2024-08-01,,A
02EA03,D,VSTS,Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo,Dieperpoellaan 2.0 ,2334cn,2,52.1725405,4.482622699999999,2334CN,LEIDEN,Zuid-Holland,Active,Secondary Technical School,25.5,1990s,,1999-08-01 to Present,1999-08-01,,H
02EA03,D,VSTS,Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo,Vennemeerstraat 5.0 ,2334de,5,52.1728149,4.4844744,2334DE,LEIDEN,Zuid-Holland,Active,Secondary Technical School,25.5,1990s,,1999-08-01 to Present,1999-08-01,,H
29MF,U,VOS,Vecht College,Merwedeweg 4.0 ,3621lr,4,52.1731641,4.9930633,3621LR,BREUKELEN,Utrecht,Closed,Regular Secondary School,114.6,1900s,2010s,1900-01-01 to 2014-08-01,1900-01-01,2014-08-01,H
20DF,U,VOS,Da Vinci College Openbare Scholengemeenschap voor ATH HAVO MAVO VBO LWOO,Kagerstraat 7.0 ,2334cp,7,52.173458,4.4851193,2334CP,LEIDEN,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
11NY,U,VOS,Gemeentelijke Scholengemeenschap Broklede voor Atheneum en Havo,Schepersweg 6.0 A,3621jk,6,52.1772801,4.9980758,3621JK,BREUKELEN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
16RH,U,VOS,Het Rynlands Lyceum Sgm Vwo Havo,Apollolaan 1.0 ,2341ba,1,52.1808345,4.4613529,2341BA,OEGSTGEEST,Zuid-Holland,Active,Regular Secondary School,68.4,1950s,,1956-09-01 to Present,1956-09-01,,H
31XT,U,VOS,Duinzigt Havo,Wijttenbachweg 23.0 ,2341vx,23,52.1838002,4.4688779,2341VX,OEGSTGEEST,Zuid-Holland,Active,Regular Secondary School,1.5,2020s,,2023-08-01 to Present,2023-08-01,,A
26KV,U,PROS,Praktijkschool Apeldoorn,Fabianusstraat 2.0 ,7333bm,2,52.1925676,5.9644886,7333BM,APELDOORN,Gelderland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
08SG,U,VOS,Christelijk Voortgezet Onderwijs Apeldoorn,Heemradenlaan 125.0 ,7329bz,125,52.1929218,6.0000804,7329BZ,APELDOORN,Gelderland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01NZ,U,VOS,Christelijk College Griftland School voor Atheneum Havo en Mavo,Noorderweg 79.0 ,3761ev,79,52.1936,5.289795,3761EV,SOEST,Utrecht,Active,Regular Secondary School,48.5,1970s,,1976-08-01 to Present,1976-08-01,,H
26HN,U,PROS,Rijnschool voor Praktijkonderwijs,Commandeurslaan 29.0 ,2223ax,29,52.195096,4.421668299999999,2223AX,KATWIJK ZH,Zuid-Holland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
26HN,U,PROS,Limes Praktijkonderwijs,Louise de Colignylaan 5.0 ,2224vt,5,52.1959509,4.4164566,2224VT,KATWIJK ZH,Zuid-Holland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
30YP,U,VOS,Sudburyschool Harderwijk (was eerst Newschool.nu),Satelliet 8.0 ,3824mt,8,52.1960638,5.3879003,3824MT,AMERSFOORT,Utrecht,Active,Regular Secondary School,10.4,2010s,,2014-09-01 to Present,2014-09-01,,H
25GD,U,VOS,Andreas College Christelijke Scholengemeenschap voor VWO Havo Vmbo,Louise de Colignylaan 2.0 ,2224vt,2,52.1961666,4.417130999999999,2224VT,KATWIJK ZH,Zuid-Holland,Active,Regular Secondary School,29.5,1990s,,1995-08-01 to Present,1995-08-01,,H
15DN,U,PROS,De Boog Christelijk School voor Prak Vorm,Buizerdweg 17.0 ,7331jd,17,52.1968101,5.9644458,7331JD,APELDOORN,Gelderland,Active,Practical Education,41.8,1980s,,1983-04-01 to Present,1983-04-01,,H
17VN,U,VOS,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat 77.0 ,7544gg,77,52.19773619999999,6.884518099999999,7544GG,ENSCHEDE,Overijssel,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17VN,U,VOS,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat 75.0 ,7544gg,75,52.198251,6.8846932,7544GG,ENSCHEDE,Overijssel,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,A
02TG,U,VOS,Het Baarnsch Lyceum,Torenlaan 83.0 ,3742cs,83,52.1999448,5.2908383,3742CS,BAARN,Utrecht,Active,Regular Secondary School,105.8,1910s,,1919-04-04 to Present,1919-04-04,,H
20KQ,U,VOS,Edison College voor Atheneum Havo Mavo Vbo Lwoo,Waleweingaarde 103.0 ,7329bd,103,52.2000277,5.992370999999999,7329BD,APELDOORN,Gelderland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
