NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
20MH,U,VOS,Jac P Thysse College Opb Sgm Vwo Havo Mavo,De Bloemen 65.0 ,1902gt,65,52.55154,4.686379,1902GT,CASTRICUM,Noord-Holland,Active,Regular Secondary School,43.5,1980s,,1981-08-01 to Present,1981-08-01,,H
02VB,U,VOS,"Ichthus College Scholengemeenschap voor Lyceum, Havo, Vmbo, Lwoo",Jan Ligthartstraat 1.0 ,8265cj,1,52.5520913,5.9087989,8265CJ,KAMPEN,Overijssel,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
07ZI,U,PROS,Ichthus College School voor Praktijkonderwijs,Flevoweg 68.0 ,8265pl,68,52.5548231,5.8878062,8265PL,KAMPEN,Overijssel,Active,Practical Education,43.5,1980s,,1981-08-01 to Present,1981-08-01,,H
01XN,U,VOS,Almere College Ontmoetingsschool voor Lyceum Havo Mavo Vbo Lwoo,Marinus Postlaan 1.0 ,8264pb,1,52.5567216,5.8968871,8264PB,KAMPEN,Overijssel,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
23VL,U,VOS,Sgm Pieter Zandt Sch V Lto Lhno Mavo Havo Vwo,Rembrandtstraat 2.0 ,8271aj,2,52.56249709999999,5.9264183,8271AJ,IJSSELMUIDEN,Overijssel,Active,Regular Secondary School,34.5,1990s,,1990-08-01 to Present,1990-08-01,,H
29LX,U,VOS,Iederwijs Limmen/Castricum,Zeeweg 1.0 a,1901nz,1,52.5627897,4.652182199999999,1901NZ,CASTRICUM,Noord-Holland,Closed,Regular Secondary School,109.3,1900s,2000s,1900-01-01 to 2009-05-01,1900-01-01,2009-05-01,H
07ZI,U,PROS,Christelijke School voor Praktische Vorming De Kogge,Noordweg 92.0 ,8262bw,92,52.5635376,5.904278,8262BW,KAMPEN,Overijssel,Active,Practical Education,43.5,1980s,,1981-08-01 to Present,1981-08-01,,H
02UX,U,VOS,Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Burg Schuitestraat 3.0 ,7772bs,3,52.57019469999999,6.6228547,7772BS,HARDENBERG,Overijssel,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17VS03,D,VSTS,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Burg Schuitestraat 7.0 A,7772bs,7,52.5703942,6.6253344,7772BS,HARDENBERG,Overijssel,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,H
12IR05,D,VSTS,Sgm De Nieuwe Veste Voor Lyc Havo Mavo Vbo Ivbo,Piet Heinstraat 1.0 ,7772zj,1,52.5717551,6.621472799999999,7772ZJ,HARDENBERG,Overijssel,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
29MK,U,VOS,Aquariushoeve,Eikenlaan 4.0 ,7711ce,4,52.5728099,6.2945047,7711CE,NIEUWLEUSEN,Overijssel,Closed,Regular Secondary School,109.3,1900s,2000s,1900-01-01 to 2009-05-01,1900-01-01,2009-05-01,H
03KZ,U,PROS,De Hoeksteen Christelijke School voor Praktijkonderwijs,Verlengde Korte Steeg 18.0 ,7772rz,18,52.57407389999999,6.6345165,7772RZ,HARDENBERG,Overijssel,Active,Practical Education,43.0,1980s,,1982-01-01 to Present,1982-01-01,,H
02VT04,D,VSTS,Agnieten College voor Lyceum Havo Mavo Vbo Lwoo,Zwaluwlaan 23.0 ,7711ln,23,52.5786074,6.2827292,7711LN,NIEUWLEUSEN,Overijssel,Active,Secondary Technical School,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
02VT04,D,VSTS,Agnieten College Nieuwleusen voor Lyceum Havo Mavo Vbo Lwoo,Kon.Julianalaan 10.0 ,7711kk,10,52.582136,6.284449,7711KK,NIEUWLEUSEN,Overijssel,Active,Secondary Technical School,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
02UX01,D,VSTS,Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Langewijk 43.0 ,7701aa,43,52.6047539,6.455140099999999,7701AA,DEDEMSVAART,Overijssel,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02UX01,D,VSTS,Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Botermanswijk 1.0 ,7701aw,1,52.60568439999999,6.4491527,7701AW,DEDEMSVAART,Overijssel,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17BZ04,D,VSTS,Vd Capellen Sgm Voor Ath Havo Mavo Vbo Ivbo,Langewijk 166.0 ,7701ak,166,52.6063078,6.4587374,7701AK,DEDEMSVAART,Overijssel,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
08UV,U,PROS,De Polsstok Oecumenische School voor Praktische Vorming,Lorreinenlaan 27.0 ,1813jv,27,52.6164627,4.7557127,1813JV,ALKMAAR,Noord-Holland,Active,Practical Education,45.4,1970s,,1979-08-15 to Present,1979-08-15,,H
16PJ,U,PROS,Rietland College,Rietvoornlaan 5.0 ,2132pg,5,52.6220022,4.953117199999999,2132PG,HOOFDDORP,Noord-Holland,Active,Practical Education,40.5,1980s,,1984-08-01 to Present,1984-08-01,,T
02QX,U,VOS,Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Blekerskade 11.0 ,1814cg,11,52.6255089,4.7457938,1814CG,ALKMAAR,Noord-Holland,Active,Regular Secondary School,97.8,1920s,,1927-03-25 to Present,1927-03-25,,H
19YT,U,PROS,Openbare School voor Praktijkonderwijs,Amstelstraat 3.0 ,1823ev,3,52.6322353,4.7687077,1823EV,ALKMAAR,Noord-Holland,Active,Practical Education,46.5,1970s,,1978-08-01 to Present,1978-08-01,,H
20AA,U,VOS,Murmellius Gymnasium,Bergerhout 1.0 ,1815da,1,52.6339066,4.738370499999999,1815DA,ALKMAAR,Noord-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
23VL01,D,VSTS,Scholengemeenschap Pieter Zandt voor Lyceum Havo Mavo Vbo Lwoo,Achthoevenweg 3.0 ,7951sk,3,52.6347743,6.2129847,7951SK,STAPHORST,Overijssel,Active,Secondary Technical School,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
01XF,U,VOS,Willem Blaeu Opb Sgm V Lyc Havo Mavo Vbo Ivbo,Robonsbosweg 11.0 ,1816mk,11,52.6390257,4.722679299999999,1816MK,ALKMAAR,Noord-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02VT01,D,VSTS,Agnieten College Zwartsluis voor Lyceum Havo Mavo Vbo Lwoo,Rondweg 2.0 ,8064pa,2,52.6393656,6.068460399999999,8064PA,ZWARTSLUIS,Overijssel,Active,Secondary Technical School,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
25EF,U,AOCV,Agrarisch Opleidingen Centrum Clusius College,Drechterwaard 10.0 ,1824ex,10,52.6406618,4.753172699999999,1824EX,ALKMAAR,Noord-Holland,Active,Agricultural Education,30.0,1990s,,1995-02-01 to Present,1995-02-01,,H
02VT01,D,VSTS,Agnieten College voor Lyceum Havo Mavo Vbo Lwoo,Arembergerstraat 3.0 ,8064bc,3,52.6412093,6.068046100000001,8064BC,ZWARTSLUIS,Overijssel,Active,Secondary Technical School,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
25DA,U,VOS,Atlas College voor Lyceum Havo Mavo Vbo Lwoo,Bontekoestraat 3.0 ,1623ll,3,52.6441971,5.0685142,1623LL,HOORN NH,Noord-Holland,Active,Regular Secondary School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
02ME,U,VOS,Rooms Katholieke Scholengemeenschap Tabor voor Lyceum Havo Mavo Vbo Lwoo,Dampten 24.0 ,1624nr,24,52.6455104,5.043607199999999,1624NR,HOORN NH,Noord-Holland,Active,Regular Secondary School,65.4,1950s,,1959-09-01 to Present,1959-09-01,,H
02ME,U,VOS,Rk Sgm Tabor Voor Lyc Havo Mavo Vbo Ivbo,Berkhouterweg 5.0 ,1624ns,5,52.6464106,5.0433921,1624NS,HOORN NH,Noord-Holland,Active,Regular Secondary School,65.4,1950s,,1959-09-01 to Present,1959-09-01,,H
32BE,U,VOS,Polderwijs,Ring 11.0 ,8308al,11,52.646603,5.726239899999999,8308AL,NAGELE,Flevoland,Active,Regular Secondary School,2.2,2020s,,2022-11-01 to Present,2022-11-01,,A
31KZ,U,VOS,SVPO Hoorn-Ida Gerhardt Academie,Blauwe Berg 13.0 ,1625nt,13,52.6482521,5.0413427,1625NT,HOORN NH,Noord-Holland,Active,Regular Secondary School,5.5,2010s,,2019-08-01 to Present,2019-08-01,,H
31KZ,U,VOS,SVPO Hoorn-Ida Gerhardt Academie,Blauwe Berg 5.0 ,1625nt,5,52.648261,5.0425932,1625NT,HOORN NH,Noord-Holland,Active,Regular Secondary School,5.5,2010s,,2019-08-01 to Present,2019-08-01,,H
02TD,U,VOS,Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo,Mandenmakerstraat 11.0 ,1825bb,11,52.6483119,4.7499646,1825BB,ALKMAAR,Noord-Holland,Active,Regular Secondary School,73.4,1950s,,1951-09-01 to Present,1951-09-01,,H
19YT,U,PROS,De Viaasn,Havinghastraat 11.0 ,1817da,11,52.6487687,4.738552299999999,1817DA,ALKMAAR,Noord-Holland,Active,Practical Education,46.5,1970s,,1978-08-01 to Present,1978-08-01,,H
07FO,U,PROS,Praktijkschool Westfriesland,Gording 124.0 ,1628jg,124,52.6499827,5.081677399999999,1628JG,HOORN NH,Noord-Holland,Active,Practical Education,43.4,1980s,,1981-09-01 to Present,1981-09-01,,H
25EF,U,AOCV,Clusius College,Voltastraat 1.0 ,1817dd,1,52.65035719999999,4.741676399999999,1817DD,ALKMAAR,Noord-Holland,Active,Agricultural Education,30.0,1990s,,1995-02-01 to Present,1995-02-01,,H
19ZQ,U,VOS,Jan V Scorel College Openbare Scholengemeenschap Vwo Havo Mavo en Vbo,Arubastraat 2.0 ,1825pv,2,52.6583748,4.757791099999999,1825PV,ALKMAAR,Noord-Holland,Active,Regular Secondary School,48.5,1970s,,1976-08-01 to Present,1976-08-01,,H
19ZQ,U,VOS,Jan V Scorel College Openbare Scholengemeenschap Vwo Havo Mavo en Vbo,Arubastraat 4.0 ,1825pv,4,52.65896859999999,4.7575841,1825PV,ALKMAAR,Noord-Holland,Active,Regular Secondary School,48.5,1970s,,1976-08-01 to Present,1976-08-01,,H
12IR,U,VOS,Scholengemeenschap de Nieuwe Veste voor Lyceum Havo Mavo Vbo Lwoo,Van Heeckerenlaan 2.0 ,7742ab,2,52.6601175,6.7539216,7742AB,COEVORDEN,Drenthe,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
19ZX,U,VOS,Gemeentelijke Scholengemeenschaps voor Ath Havo Mavo Huygenwaard,Bergmolen 13.0 ,1703nx,13,52.6617037,4.8315825,1703NX,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,53.1,1970s,,1971-12-13 to Present,1971-12-13,,H
19ZX,U,VOS,Huygens College Heerhugowaard voor vwo havo mavo en vbo,Middenweg 68.0 ,1703rd,68,52.66211029999999,4.832505299999999,1703RD,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,53.1,1970s,,1971-12-13 to Present,1971-12-13,,H
16VP01,D,VSTS,Hondsrug College Christelijke SGM voor LYC HAVO MAVO VBO LWOO,De Pienhoek 14.0 ,7761cb,14,52.6625045,6.889279699999999,7761CB,SCHOONEBEEK,Drenthe,Closed,Secondary Technical School,26.0,1980s,2010s,1984-08-01 to 2010-08-01,1984-08-01,2010-08-01,H
19ZX,U,VOS,Gemeentelijke Scholengemeenschaps voor Ath Havo Mavo Huygenwaard,Middenweg 76.0 ,1703rd,76,52.6628152,4.831065199999999,1703RD,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,53.1,1970s,,1971-12-13 to Present,1971-12-13,,H
23VL02,D,VSTS,Scholengemeenschap Pieter Zandt voor Lyceum Havo Mavo Vbo Lwoo,Vlechttuinen 6.0 ,8322ba,6,52.66283550000001,5.6277345,8322BA,URK,Flevoland,Active,Secondary Technical School,23.5,2000s,,2001-08-01 to Present,2001-08-01,,H
23VL02,D,VSTS,Scholengemeenschap Pieter Zandt voor Lyceum Havo Mavo Vbo Lwoo,Nink 2.0 ,8321ag,2,52.6641123,5.609034299999999,8321AG,URK,Flevoland,Active,Secondary Technical School,23.5,2000s,,2001-08-01 to Present,2001-08-01,,H
00XA,U,VOS,"Trinitas College RK scholengemeenschap voor ATHENEUM, HAVO, MAVO, VBO, LWOO",Beukenlaan 1.0 ,1701da,1,52.66421039999999,4.8503654,1701DA,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,H
16TS03,D,VSTS,Vrije School Noord-Holland,Loudelsweg 38.0 ,1861tg,38,52.66515219999999,4.703436600000001,1861TG,BERGEN NH,Noord-Holland,Active,Secondary Technical School,23.5,2000s,,2001-08-01 to Present,2001-08-01,,H
12IR,U,VOS,Sgm De Nieuwe Veste Voor Lyc Havo Mavo Vbo Ivbo,Churchilllaan 13.0 ,7741eb,13,52.6656784,6.740580599999999,7741EB,COEVORDEN,Drenthe,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
00XA,U,VOS,Han Fortmanncollege Voor Atheneum En Havo,Bevelandseweg 1.0 ,1703az,1,52.6678268,4.822155599999999,1703AZ,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,H
18XX,U,VOS,Berechja College voor MAVO HAVO VBO,Waaiershoek 46.0 ,8321bh,46,52.6691774,5.6070274,8321BH,URK,Flevoland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
08UV,U,PROS,Focus school voor praktijkonderwijs,Umbriellaan 1.0 ,1702aj,1,52.6708019,4.8265297,1702AJ,HEERHUGOWAARD,Noord-Holland,Active,Practical Education,45.4,1970s,,1979-08-15 to Present,1979-08-15,,H
02SF,U,VOS,RK MAVO DON BOSCO,Bickerstraat 31.0 ,1701ed,31,52.67225269999999,4.8462128,1701ED,HEERHUGOWAARD,Noord-Holland,Closed,Regular Secondary School,38.4,1950s,1990s,1959-03-17 to 1997-08-01,1959-03-17,1997-08-01,H
16ST,U,VOS,Berger Sgm Mavo Havo Ath,Rondelaan 34.0 ,1861ed,34,52.6734266,4.6919095,1861ED,BERGEN NH,Noord-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
05HI,U,VOS,RK VBO WAARDSE KIL,Hectorlaan 7.0 ,1702cl,7,52.6747542,4.836155000000001,1702CL,HEERHUGOWAARD,Noord-Holland,Closed,Regular Secondary School,19.6,1970s,1990s,1978-01-01 to 1997-08-01,1978-01-01,1997-08-01,H
03XM,U,VOS,Christelijke Scholengemeenschap Dingstede voor Mavo Havo en Atheneum,Gerard Doustraat 13.0 ,7944hd,13,52.68906339999999,6.1825777,7944HD,MEPPEL,Drenthe,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
19TQ,U,PROS,Stad & Esch Praktijkschool,Ezingerweg 54.0 ,7943az,54,52.690383,6.199586,7943AZ,MEPPEL,Drenthe,Active,Practical Education,46.5,1970s,,1978-08-01 to Present,1978-08-01,,H
25CL,U,VOS,Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo,Ezingerweg 52.0 ,7943az,52,52.6904504,6.198882299999999,7943AZ,MEPPEL,Drenthe,Active,Regular Secondary School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
18CV,U,VOS,Martinuscoll Alg Chr Sgm V Lyc Havo Mavo Vbo Ivbo,De Aanloop 6.0 ,1613kw,6,52.69220869999999,5.2174584,1613KW,GROOTEBROEK,Noord-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,H
25CL,U,VOS,Regionale Scholengemeen- Schap Stad En Esch,Zuideinde 76.0 ,7941gk,76,52.6922599,6.1903842,7941GK,MEPPEL,Drenthe,Active,Regular Secondary School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
31CB,U,VOS,IBBO Chalcedoon,Osseweide 1.0 c,7943gg,1,52.69609759999999,6.2199084,7943GG,MEPPEL,Drenthe,Active,Regular Secondary School,9.7,2010s,,2015-05-18 to Present,2015-05-18,,H
31CB,U,VOS,IBBO Chalcedoon,Argusvlinder 2.0 A,7943rx,2,52.6980091,6.2294933,7943RX,MEPPEL,Drenthe,Active,Regular Secondary School,9.7,2010s,,2015-05-18 to Present,2015-05-18,,H
27PM,U,PROS,Praktijkschool West-Friesland locatie Spanbroek,Annie M.G. Schmidtweg 1.0 ,1613ma,1,52.699412,5.216644,1613MA,GROOTEBROEK,Noord-Holland,Active,Practical Education,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
17VS04,D,VSTS,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Schoolstraat 5.0 ,7941ca,5,52.70081649999999,6.188312799999999,7941CA,MEPPEL,Drenthe,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,H
19TQ,U,PROS,Rechterenschool voor Praktijkonderwijs,Witte de Withstraat 2.0 A,7942ag,2,52.7009415,6.1959898,7942AG,MEPPEL,Drenthe,Active,Practical Education,46.5,1970s,,1978-08-01 to Present,1978-08-01,,H
27PM,U,PROS,Praktijkschool West-Friesland,Pastoor Meriusstraat 100.0 ,1715ve,100,52.7022762,4.9489523,1715VE,SPANBROEK,Noord-Holland,Active,Practical Education,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
05NV,U,PROS,De Rotonde school voor praktijkonderwijs,Mercuriusstraat 19.0 ,8303bg,19,52.7044085,5.7376264,8303BG,EMMELOORD,Flevoland,Active,Practical Education,45.5,1970s,,1979-08-01 to Present,1979-08-01,,H
13EE,U,VOS,Regionale Sgm Enkhuizen Voor Mavo Havo Vwo,Boendersveld 3.0 ,1602dk,3,52.7086834,5.2693123,1602DK,ENKHUIZEN,Noord-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
05NV,U,PROS,Groenhorst College voor Praktijkonderwijs,Scandinavielaan 33.0 A,8303gn,33,52.7095525,5.7418317,8303GN,EMMELOORD,Flevoland,Active,Practical Education,45.5,1970s,,1979-08-01 to Present,1979-08-01,,H
02KR,U,VOS,St Bonifatius Mavo,Prof. Lorentzstraat 3.0 ,8302as,3,52.71291009999999,5.7568332,8302AS,EMMELOORD,Flevoland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02VA05,D,VSTZ,Stichting christelijke school voor voortgezet onderwijs Hoogeveen,Lomanlaan 123.0 ,7906hw,123,52.71393029999999,6.4822074,7906HW,HOOGEVEEN,Drenthe,Closed,Secondary Branch Location,10.0,2000s,2010s,2001-08-01 to 2011-08-01,2001-08-01,2011-08-01,H
20CR,U,VOS,Openbare School voor voortgezet onderwijs Zuyderzee College,Prof. ter Veenstraat 5.0 -6,8302ga,5,52.7154406,5.7565187,8302GA,EMMELOORD,Flevoland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02JG,U,VOS,Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo,Peppellaan 1.0 ,8302al,1,52.71580969999999,5.7489678,8302AL,EMMELOORD,Flevoland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
19IW,U,VOS,Openbare Scholengemeenschap voor Mavo Havo en Athcholengemeenschap,Valkenlaan 1.0 ,7905aa,1,52.718461,6.493754,7905AA,HOOGEVEEN,Drenthe,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,H
06DT,U,PROS,School voor Praktijkonderwijs De Meander,Wolfsbosstraat 7.0 A,7905bz,7,52.71957020000001,6.4921538,7905BZ,HOOGEVEEN,Drenthe,Active,Practical Education,47.0,1970s,,1978-01-01 to Present,1978-01-01,,H
06DT,U,PROS,School voor Praktijkonderwijs De Meander,Wolfsbosstraat 7.0 A,7905bz,7,52.7197331,6.4912421,7905BZ,HOOGEVEEN,Drenthe,Active,Practical Education,47.0,1970s,,1978-01-01 to Present,1978-01-01,,H
24PM,U,VOS,Mr Harm Smeenge College voor VMBO LWOO ISK,Wolfsbosstraat 3.0 ,7905bz,3,52.7203099,6.491665200000001,7905BZ,HOOGEVEEN,Drenthe,Closed,Regular Secondary School,9.0,1990s,2000s,1992-08-01 to 2001-08-01,1992-08-01,2001-08-01,H
06DT,U,PROS,School voor Practische Vorming,Jacob Catsstraat 37.0 -39,7901jk,37,52.7206979,6.4735988,7901JK,HOOGEVEEN,Drenthe,Active,Practical Education,47.0,1970s,,1978-01-01 to Present,1978-01-01,,H
23VN,U,VOS,Morgenland College Chr Sgm Voor Vbo,Griendtsveenweg 1.0 ,7901eb,1,52.72113659999999,6.4690277,7901EB,HOOGEVEEN,Drenthe,Closed,Regular Secondary School,11.0,1990s,2000s,1990-08-01 to 2001-08-01,1990-08-01,2001-08-01,H
02VA,U,VOS,Roelof van Echten College,Sportveldenweg 20.0 ,7902nx,20,52.7213968,6.4918453,7902NX,HOOGEVEEN,Drenthe,Active,Regular Secondary School,105.5,1910s,,1919-08-01 to Present,1919-08-01,,H
02VA04,D,VSTZ,Stichting christelijke school voor voortgezet onderwijs Hoogeveen,Nicolaas Beetsstraat 3.0 ,7901kh,3,52.7221412,6.4760101,7901KH,HOOGEVEEN,Drenthe,Closed,Secondary Branch Location,16.0,2000s,2010s,2001-08-01 to 2017-08-01,2001-08-01,2017-08-01,H
04AI,U,VOS,Christelijke Mavo School Park Dwingeland,Jonkheer de Jongestraat 15.0 ,7902ha,15,52.7226605,6.4801679,7902HA,HOOGEVEEN,Drenthe,Closed,Regular Secondary School,98.6,1900s,1990s,1900-01-01 to 1998-08-01,1900-01-01,1998-08-01,H
20LA02,D,VSTS,Opb Sgm V Lyc Havo Mavo Vbo Ivbo Esdal College,Van Echtenstraat 22.0 ,7891lm,22,52.7228759,6.9883923,7891LM,KLAZIENAVEEN,Drenthe,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01CH,U,VOS,Christelijk Mavo School Het Griendtsveen,Rubensstraat 2.0 ,7901ex,2,52.7240486,6.468908,7901EX,HOOGEVEEN,Drenthe,Closed,Regular Secondary School,98.6,1900s,1990s,1900-01-01 to 1998-08-01,1900-01-01,1998-08-01,H
02VA,U,VOS,Menso Alting Coll Chr Sgs V Vwo En Havo,Julianastraat 3.0 ,7902nj,3,52.72591790000001,6.485874799999999,7902NJ,HOOGEVEEN,Drenthe,Active,Regular Secondary School,105.5,1910s,,1919-08-01 to Present,1919-08-01,,H
24EM01,D,VSTS,SGM SCHAGERWAARD,Bosstraat 93.0 ,1731sc,93,52.7591111,4.896314299999999,1731SC,WINKEL,Noord-Holland,Closed,Secondary Technical School,6.0,1990s,1990s,1991-08-01 to 1997-08-01,1991-08-01,1997-08-01,H
20LA06,D,VSTS,Opb Sgm V Lyc Havo Mavo Vbo Ivbo Esdal College,Beatrixlaan 14.0 A,7861aj,14,52.759708,6.7200897,7861AJ,OOSTERHESSELEN,Drenthe,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
25DA04,D,VSTS,Atlas College voor Lyceum Havo Mavo Vbo Lwoo,Admiraliteitsweg 6.0 ,1671ja,6,52.7620646,5.1022546,1671JA,MEDEMBLIK,Noord-Holland,Active,Secondary Technical School,30.5,1990s,,1994-08-01 to Present,1994-08-01,,H
18UJ,U,PROS,School voor Praktijkonderwijs de Opstik,Stroetweg 10.0 ,7812ba,10,52.7710661,6.8807095,7812BA,EMMEN,Drenthe,Closed,Practical Education,26.6,1970s,2000s,1979-01-01 to 2005-08-01,1979-01-01,2005-08-01,H
26HX,U,PROS,Praktijkschool Emmen,Ullevi 22.0 ,7825se,22,52.7769623,6.945023399999999,7825SE,EMMEN,Drenthe,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
16VP,U,VOS,Hondsrug College Christelijke SGM voor LYC HAVO MAVO VBO LWOO,Emmalaan 25.0 ,7822jb,25,52.7783887,6.906691899999999,7822JB,EMMEN,Drenthe,Active,Regular Secondary School,40.5,1980s,,1984-08-01 to Present,1984-08-01,,H
00PF,U,VOS,Kdc De Zuidoosthoek Sgm V Ath Havo Mavo Lto Ito,Wendeling 59.0 ,7824tb,59,52.7785389,6.927184899999999,7824TB,EMMEN,Drenthe,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
16GZ,U,VOS,Rsg Steenwyk,Lijsterbesstraat 1.0 ,8331ns,1,52.7815478,6.114031,8331NS,STEENWIJK,Overijssel,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
16CX,U,VOS,Gem Sgm V Gymn Ath Havo En Mavo,Wilhelminalaan 4.0 ,1741cn,4,52.7824051,4.7952428,1741CN,SCHAGEN,Noord-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
19SQ,U,PROS,Regius College Emmalaan Praktijkonderwijs,Emmalaan 2.0 ,1741cx,2,52.78358069999999,4.7954572,1741CX,SCHAGEN,Noord-Holland,Active,Practical Education,45.5,1970s,,1979-08-01 to Present,1979-08-01,,H
20LA,U,VOS,Opb Sgm V Lyc Havo Mavo Vbo Ivbo Esdal College,Oosterstraat 78.0 ,7822hg,78,52.78409019999999,6.9094611,7822HG,EMMEN,Drenthe,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
24EM,U,VOS,SGM SCHAGERWAARD,Hofstraat 11.0 ,1741cd,11,52.7844366,4.7958907,1741CD,SCHAGEN,Noord-Holland,Closed,Regular Secondary School,6.0,1990s,1990s,1991-08-01 to 1997-08-01,1991-08-01,1997-08-01,H
23WU,U,VOS,Christelijke Scholengemeenschap voor Mavo en Vbo Eekeringe,Oostwijkstraat 8.0 ,8331ed,8,52.7865709,6.121404,8331ED,STEENWIJK,Overijssel,Active,Regular Secondary School,34.5,1990s,,1990-08-01 to Present,1990-08-01,,H
05JD,U,VOS,BERNARDUS ALFRINK COLL,Langestraat 3.0 ,1741hb,3,52.78833179999999,4.8000571,1741HB,SCHAGEN,Noord-Holland,Closed,Regular Secondary School,21.0,1970s,1990s,1976-08-01 to 1997-08-01,1976-08-01,1997-08-01,H
29VY,U,PROS,RSG Tromp Meesters Praktijkschool,Stationsstraat 40.0 ,8331gk,40,52.7898581,6.121871,8331GK,STEENWIJK,Overijssel,Active,Practical Education,16.5,2000s,,2008-08-01 to Present,2008-08-01,,H
19SQ,U,PROS,School voor Praktische Vorming VBO/MLK,Beethovenlaan 9.0 ,1741hw,9,52.7910366,4.8035403,1741HW,SCHAGEN,Noord-Holland,Active,Practical Education,45.5,1970s,,1979-08-01 to Present,1979-08-01,,H
